1,19072,19,2,2,1571,2678,464,5.50,9.06,1.95,1987,3739,236,4.04,4.61,3.47
1,16002,16,1,1,106,106,106,106.33,106.33,106.33,113,113,113,113.35,113.35,113.35
1,16003,16,4,12,86883,205062,114,116.83,1284.03,0.00,1065,738,0,10.34,113.35,0.00
1,16005,16,1,2,2861,1778,1083,5.24,6.22,4.25,1074,972,102,2.80,5.59,0.01
1,19078,19,66,1643,8456,19182,0,11.01,46.02,0.00,2938,552,0,9.81,46.02,0.00
1,19079,19,5,7,400604,1965470,910,20.26,97.07,1.22,89338,442582,114,8.83,48.91,0.02
1,16008,16,2,7,162642,91240,676,1.25,5.88,0.16,20786,37694,204,0.77,4.46,0.03
1,16009,16,10,28,85920,286591,98,1.19,9.63,0.10,4959,9246,0,0.52,3.25,0.00
1,16010,16,1,1,366,366,366,0.30,0.30,0.30,0,0,0,0.00,0.00,0.00
1,16011,16,19,83,33397,37892,102,1.08,7.95,0.01,2609,11157,103,0.33,5.01,0.01
1,16012,16,1,1,6574,6574,6574,2.34,2.34,2.34,295,295,295,1.14,1.14,1.14
1,19085,19,1,2,204,102,102,0.73,0.91,0.56,244,122,122,0.88,1.09,0.67
1,19086,19,9,31,42948,112232,193,3.32,53.97,0.03,54001,82221,621,4.74,19.42,0.15
1,19053,19,9,29,163374,202049,0,8.89,126.72,0.00,1672,4093,0,7.43,113.38,0.00
1,19088,19,1,2,55194,54368,826,1.86,3.23,0.49,478,300,178,0.36,0.70,0.03
1,19089,19,2,10,115235,104634,0,6.11,17.14,0.00,2542,2956,0,2.27,17.14,0.00
1,19093,19,1,2,3981,3635,346,1.25,1.74,0.76,432,228,204,1.85,3.20,0.50
1,19095,19,1,3,1152,464,224,7.85,8.76,7.25,594,236,122,4.10,4.77,3.69
1,19097,19,4,44,4131889,12577728,0,5.52,55.52,0.00,493916,402026,0,6.73,48.41,0.00
1,15002,15,45,89,4564,26311,703,5.24,21.38,0.23,11151,63725,416,19.43,127.22,0.22
1,19099,19,1,4,201186,199556,342,3.22,9.06,0.29,138478,137936,0,6.09,17.91,0.00
1,19100,19,7,218,2379121,2632879,0,2.36,27.54,0.00,773573,297300,0,9.71,528.04,0.00
1,19101,19,1,3,2401,1200,310,2.89,3.54,1.75,2034,1214,208,2.16,2.38,1.72
1,19102,19,2,4,5287,9280,366,4.86,9.54,0.00,350,236,0,2.54,4.85,0.00
1,15007,15,3,18,46080,36185,958,4.84,16.39,0.22,65074,72745,310,6.79,39.72,0.13
1,15008,15,18,301,493747,1171256,204,8.04,82.13,0.04,194391,573630,0,32.62,2766.75,0.00
1,15009,15,10,86,221511,971902,0,4.19,23.50,0.00,155513,169328,0,12.25,85.31,0.00
1,19106,19,1,4,20760,16422,714,16.18,21.91,2.61,11176,7920,616,18.88,37.47,1.04
1,19107,19,3,15,6468,4838,0,2.36,17.89,0.00,649,1198,0,1.15,11.45,0.00
1,19108,19,6,67,233287,314851,98,34.93,797.68,0.01,517881,426999,0,13.12,136.60,0.00
1,19109,19,2,3,458,428,122,12.54,18.37,8.76,210,216,102,9.32,15.36,5.29
1,19110,19,30,350,57133,354708,0,92.71,31722.80,0.00,5149,1322,0,1.18,12.74,0.00
1,19112,19,2,1,352222,704444,704444,1.57,1.57,1.57,5618,11237,11237,1.24,1.24,1.24
1,19116,19,2,3,4729,8531,464,4.99,7.56,0.17,365,259,236,2.52,3.84,0.03
1,14001,14,858,11427,302573,5044406,0,5.85,95.02,0.00,95701,1964354,0,7.69,1172.84,0.00
1,14002,14,1,13,478130,128300,106,6100.48,79223.80,0.00,550098,529714,0,8.26,92.55,0.00
1,19145,19,1,1,708,708,708,0.10,0.10,0.10,0,0,0,0.00,0.00,0.00
1,19139,19,1,1,688,688,688,8.71,8.71,8.71,122,122,122,4.74,4.74,4.74
1,19140,19,3,23,10774,5820,186,2098.87,34240.70,1.78,200,408,0,0.95,19.32,0.00
1,19141,19,60,776,309508,656638,0,1427.93,224078.00,0.00,236,2670,0,0.14,43.50,0.00
1,19143,19,1,3,9409,8819,122,17.58,42.43,4.71,369,141,102,12.34,35.47,0.03
1,13001,13,4,25,1748917,6540925,0,1.15,7.90,0.00,24235,85730,0,0.76,11.22,0.00
1,19146,19,1,16,14976,6953,110,6.13,64.31,0.00,6057,1307,0,4.73,57.30,0.00
1,13003,13,1,3,18439,13113,1410,1.45,2.81,0.04,9892,9024,0,1.30,3.26,0.00
1,13004,13,1,4,1580,464,224,7.55,9.07,4.92,810,236,122,3.91,4.61,2.48
1,13005,13,1,5,402227,203861,528,38.94,180.50,0.09,11016,5736,0,1.25,5.00,0.00
1,13006,13,2,128,268664,88270,0,2.99,16.40,0.00,312008,338473,0,3.14,58.13,0.00
1,19151,19,1,4,1685,891,106,5.32,9.54,0.00,1368,1010,0,3.55,5.66,0.00
1,19152,19,1,2,562,342,220,2.24,4.09,0.38,322,204,118,1.21,2.20,0.23
1,13010,13,1,1,721,721,721,0.40,0.40,0.40,4337,4337,4337,2.40,2.40,2.40
1,13011,13,1,18,579461,160430,2506,4.78,9.35,0.42,19085,2856,378,1.91,5.69,0.05
1,19159,19,1,6,97876,75714,827,24.15,129.79,0.52,6942,1824,670,1.65,5.12,0.33
1,19161,19,43,1293,223205,215197,0,3.91,17.29,0.00,52928,10980,0,2.22,16.52,0.00
1,19164,19,1,5,2268,688,224,8.74,11.15,6.73,1046,236,122,4.49,5.62,3.66
1,10049,10,60,749,46516,101460,0,109.40,8560.17,0.00,8400,151985,0,36.44,2243.04,0.00
1,19168,19,1,2,21638,18270,3368,1.23,2.02,0.45,0,0,0,0.00,0.00,0.00
1,12001,12,187,499,11759,21478,0,5.20,44.29,0.00,141575,462229,0,64.65,396.62,0.00
1,12002,12,78,383,131490,5116787,204,10.83,181.36,0.12,14995,303468,0,5.07,152.21,0.00
1,19171,19,102,400,360872,8029754,0,1.54,113.91,0.00,29938,1068932,0,1.31,172.76,0.00
1,6009,6,1,1,11816,11816,11816,0.72,0.72,0.72,0,0,0,0.00,0.00,0.00
1,15001,15,1,2,4823,3286,1537,2.78,3.22,2.35,12429,11674,755,7.23,10.50,3.97
1,11001,11,17,279,121042,169343,0,330.28,39780.10,0.00,21290,22634,0,57.19,10369.20,0.00
1,8011,8,1,3,68960,39713,8132,6.22,11.19,2.54,131032,128506,849,24.30,55.77,7.65
1,11004,11,6,124,185447,300024,102,14.70,428.93,0.01,730924,3132802,0,21.63,801.78,0.00
1,11005,11,6,48,115915,122502,228,23.89,441.96,0.01,17308,8859,0,14.40,346.90,0.00
1,19103,19,1,4,978,342,0,0.11,0.30,0.00,102,102,0,0.00,0.00,0.00
1,11008,11,1,13,288508,58724,1285,3.90,15.16,0.23,79831,11147,780,4.77,8.37,0.09
1,11010,11,4,64,107232,49601,102,8.91,29.88,0.02,21120,10643,0,4.14,33.57,0.00
1,11011,11,12,220,189648,196343,584,9.01,58.07,0.27,57280,96174,0,6.06,49.41,0.00
1,11012,11,1,2,66013,49977,16036,9.45,10.05,8.84,3600,1851,1749,0.35,0.38,0.31
1,11013,11,1,32,182336,67276,102,3.63,19.15,0.01,37081,3188,204,2.44,11.87,0.02
1,11015,11,1,1,35694,35694,35694,2.74,2.74,2.74,14622,14622,14622,4.97,4.97,4.97
1,11016,11,1,27,36874,5264,752,4.57,10.29,0.78,22717,1529,668,3.93,9.15,0.60
1,10001,10,7,49,40945,91030,102,4.53,34.36,0.07,3465,1200,0,3.01,28.73,0.00
1,10003,10,4,10,10549,10065,268,3.59,10.89,0.20,7145,14478,102,2.15,4.16,0.13
1,10005,10,10,723,184536,266513,0,169.81,63903.30,0.00,28552,13362,0,84.24,20508.00,0.00
1,2009,2,3,19,19270,13018,133,0.00,0.03,0.00,0,0,0,0.00,0.00,0.00
1,10009,10,4,21,9145,22980,0,5.07,12.28,0.00,5216,13604,0,4.85,22.65,0.00
1,10011,10,11,43,215403,871090,102,4.30,85.51,0.00,2469,2913,0,2.93,66.51,0.00
1,10018,10,70,511,38226,133436,0,135.00,46073.60,0.00,4075,30888,0,7.45,2056.13,0.00
1,10019,10,14,136,23202,23560,0,51.81,2056.12,0.00,1806,943,0,34.67,2056.12,0.00
1,9001,9,6,73,251953,490502,0,6.71,24.25,0.00,49840,56442,102,6.74,47.78,0.01
1,9002,9,20,1375,936522,2305083,0,4.60,38.69,0.00,2856721,7404940,0,22.90,882.38,0.00
1,9003,9,19,341,229156,559882,819,6.54,29.40,0.20,153221,1771198,0,5.49,196.72,0.00
1,10028,10,1,2,537,423,114,1.08,2.15,0.00,0,0,0,0.00,0.00,0.00
1,10029,10,2,37,19734,3188,0,5.21,70.94,0.00,7921,1748,0,4.11,70.94,0.00
1,10031,10,1,1,1879,1879,1879,0.60,0.60,0.60,8972,8972,8972,2.87,2.87,2.87
1,10034,10,1,7,34791,13843,318,6.01,34.14,0.17,2197,730,0,0.56,2.22,0.00
1,10035,10,1,2,3340,2484,856,6.33,11.14,1.53,2626,2308,318,3.81,6.21,1.42
1,10037,10,2,13,6018,2754,212,3.82,9.73,0.00,1778,1662,0,2.69,16.53,0.00
1,10038,10,2,4,5452,8854,236,6.28,11.14,0.14,222,228,0,1.76,5.62,0.00
1,10039,10,1,3,1384,854,106,4.94,14.41,0.19,102,102,0,4.62,13.87,0.00
1,10041,10,4,17,15030,19404,122,9.49,83.04,0.81,14463,6805,101,14.40,77.60,0.01
1,19082,19,1,5,2779,1000,106,2.60,9.07,0.00,1338,1000,0,1.60,4.61,0.00
1,8001,8,11,118,125138,369857,0,4.01,55.33,0.00,172706,1143850,0,15.29,1012.80,0.00
1,8002,8,28,384,598828,850789,102,10.69,37.64,0.01,352133,2881495,0,9.74,1002.84,0.00
1,19083,19,5,31,17323,32570,98,10.03,137.56,0.00,4201,5659,0,9.06,132.37,0.00
1,10053,10,4,7,300732,706874,9151,1.30,2.16,0.13,10574,11489,1098,0.84,1.55,0.14
1,8006,8,1,1,16824,16824,16824,20.42,20.42,20.42,389514,389514,389514,502.15,502.15,502.15
1,10055,10,1,2,119042,117158,1884,1.79,3.51,0.08,248974,248746,228,17.45,34.87,0.03
1,19084,19,5,6,10879,28176,1050,2.87,6.65,0.15,501,1338,115,1.41,3.79,0.20
1,10058,10,14,165,49719,96502,106,96.26,15358.00,0.00,8353,91645,0,0.62,19.00,0.00
1,10059,10,8,53,36023,122808,0,6.07,132.84,0.00,2124,2333,0,3.97,129.05,0.00
1,19170,19,152,1434,749656,3081187,0,4.37,54.22,0.00,219179,441064,0,3.74,49.61,0.00
1,10062,10,1,70,204476,41044,102,27.16,1161.01,0.02,8736,1447,0,7.67,154.70,0.00
1,5005,5,1,1,15286,15286,15286,4.04,4.04,4.04,1146,1146,1146,0.87,0.87,0.87
1,8016,8,2,1,22156,44312,44312,3.62,3.62,3.62,2776,5552,5552,0.62,0.62,0.62
1,10066,10,17,382,42752,41818,0,89.67,12273.80,0.00,12253,20514,0,28.66,6168.38,0.00
1,10070,10,1,9,14074,7542,306,16.25,100.19,0.03,3671,1161,0,2.65,9.84,0.00
1,10071,10,3,10,833930,2413843,102,2.05,6.75,0.00,47681,75215,0,4.43,10.76,0.00
1,7001,7,1,10,87883,63366,101,2.44,8.40,0.02,1973651,1748116,0,28.79,231.77,0.00
1,19087,19,1,1,96668,96668,96668,0.07,0.07,0.07,0,0,0,0.00,0.00,0.00
1,7004,7,2,28,1207366,1332440,262,1958.31,53879.30,0.00,119154,141305,0,2.56,32.91,0.00
1,6006,6,2,1,9718,19437,19437,1.95,1.95,1.95,158,316,316,2.38,2.38,2.38
1,10078,10,15,38,104227,388717,98,7.02,225.49,0.00,861,2763,0,0.44,3.91,0.00
1,10079,10,2,5,6609,9575,428,8.68,10.42,5.37,462,236,122,4.04,5.26,1.44
1,10080,10,17,27,187600,241052,110,20.77,137.56,0.03,737,1413,0,5.37,122.29,0.00
1,10084,10,27,733,23374,194868,0,27.20,12085.00,0.00,2786,4066,0,4.70,46.79,0.00
1,10085,10,1,1,708,708,708,0.13,0.13,0.13,0,0,0,0.00,0.00,0.00
1,10086,10,1,5,12163,8418,212,7.33,34.63,0.00,596,378,0,3.31,15.20,0.00
1,10089,10,1,1,306,306,306,0.13,0.13,0.13,204,204,204,0.09,0.09,0.09
1,10091,10,1,3,416,306,0,69.48,208.23,0.00,204,102,0,64.36,193.09,0.00
1,10092,10,4,4,6276,10100,0,50.63,162.51,0.00,124,154,114,33.28,130.46,0.00
1,10097,10,34,726,70166,130356,0,72.34,15861.70,0.00,12553,44676,0,26.34,2243.04,0.00
1,10098,10,1,4,1452,366,354,0.31,0.32,0.30,0,0,0,0.00,0.00,0.00
1,10102,10,1,1,82688,82688,82688,2.02,2.02,2.02,21880,21880,21880,2.93,2.93,2.93
1,2025,2,1,1,826,826,826,1.29,1.29,1.29,0,0,0,0.00,0.00,0.00
1,6008,6,2,4,17098032,34150748,8470,6.65,20.53,1.20,1400,1165,102,0.45,0.58,0.31
1,10105,10,92,907,133354,601851,0,216.69,61432.50,0.00,9450,60284,0,28.69,12336.70,0.00
1,10107,10,10,39,62239,116285,102,23.28,227.95,0.00,4998,23873,0,9.51,173.52,0.00
1,6012,6,1,35,1645225,973181,102,9.85,151.75,0.01,4352506,1794112,102,38.11,277.64,0.01
1,10110,10,1,1,185465,185465,185465,26.26,26.26,26.26,0,0,0,0.00,0.00,0.00
1,10111,10,1,31,338695,84966,204,5.24,27.56,0.01,379308,170643,102,11.86,126.70,0.01
1,10112,10,1,3,65469,48930,779,1.99,2.43,1.17,15225,12856,1005,1.90,2.96,1.22
1,1003,1,2,4,5249,6336,923,7.10,27.89,0.11,2011,1600,300,11.60,46.00,0.08
1,10118,10,4,97,267134,201347,657,3.11,20.67,0.13,80969,29513,0,3.11,32.30,0.00
1,6023,6,11,455,2426592,21747230,0,1.82,16.49,0.00,358376,58026,0,2.80,43.87,0.00
1,5001,5,1,6,42613,24547,1294,1.88,4.55,0.44,29057,19589,204,3.82,16.16,0.09
1,5002,5,167,2263,721954,3245978,0,11.98,114.06,0.00,72072,342855,0,9.85,462.62,0.00
1,5003,5,73,2320,378338,2698735,0,4.26,115.23,0.00,339464,3691961,0,8.82,585.47,0.00
1,6028,6,1,1,24424,24424,24424,1.57,1.57,1.57,13670,13670,13670,4.12,4.12,4.12
1,6029,6,1,3,14404,13493,396,0.29,0.43,0.13,990,990,0,0.11,0.34,0.00
1,26001,26,4,15,9747,7961,204,10.50,23.07,0.01,3493,2050,325,6.88,13.00,0.06
1,26002,26,1,70,179029,10416,0,4.23,21.37,0.00,553728,59608,0,15.66,96.93,0.00
1,26003,26,27,865,688112,521355,102,7.23,60.02,0.02,186887,225817,0,11.20,211.52,0.00
1,6037,6,2,9,77161,77875,638,6.43,12.95,3.87,11074,5039,591,13.63,33.86,0.88
1,6038,6,1,22,16096428,11163924,2387,17.44,93.49,0.64,10698874,5982462,771,185.45,845.50,1.31
1,6039,6,18,116,213637,583516,0,41.52,4240.34,0.00,670,890,0,1.82,31.76,0.00
1,6041,6,1,13,72522,18631,1395,2.10,4.54,0.46,315128,56758,636,10.02,37.84,1.16
1,6042,6,9,128,109622,379214,102,3.40,16.79,0.02,132914,574809,0,8.18,74.47,0.00
1,6043,6,1,1,1339,1339,1339,3.76,3.76,3.76,840,840,840,2.36,2.36,2.36
1,6045,6,17,323,144632,150687,0,7.35,30.97,0.00,346843,784449,0,8.45,206.77,0.00
1,4001,4,6,40,242932,375703,1804,6.45,15.13,0.57,112403,338927,94,11.43,97.13,0.02
1,4002,4,57,279,124810,532527,114,4.81,22.01,0.02,44536,128939,0,9.17,95.45,0.00
1,4003,4,19,81,141672,264221,1378,5.64,19.33,0.59,37832,32749,204,9.32,39.16,0.02
1,6056,6,1,1,1917,1917,1917,3.92,3.92,3.92,660,660,660,1.35,1.35,1.35
1,25001,25,2,30,133015,41319,102,3.64,10.49,0.31,292722,107122,102,10.13,72.15,0.08
1,25002,25,1,35,179859,26409,204,2.78,9.83,0.03,170023,29673,0,3.79,18.04,0.00
1,25003,25,1,3,5560,2590,1154,8.75,16.78,1.06,3601,1721,909,5.53,8.96,1.00
1,25004,25,50,362,208769,556925,102,6.24,50.04,0.02,88390,80749,0,11.48,109.34,0.00
1,25005,25,5,204,85067,9451,98,7.22,29.46,0.01,69915,66784,0,6.17,40.16,0.00
1,25006,25,182,2100,414556,2052427,0,13.10,88.45,0.00,114814,893198,0,12.92,614.83,0.00
1,3002,3,1,1,1528,1528,1528,0.98,0.98,0.98,327,327,327,1.34,1.34,1.34
1,3003,3,1,10,1262,954,0,1.07,8.67,0.00,3704,987,211,0.96,7.54,0.00
1,3004,3,2,10,89099,60881,224,2.10,9.36,0.46,20046,11484,114,1.90,4.76,0.36
1,8010,8,1,1,22495,22495,22495,6.96,6.96,6.96,1439,1439,1439,0.95,0.95,0.95
1,3006,3,7,181,79146,107829,0,72.82,2362.76,0.00,6786,3649,0,32.69,2169.09,0.00
1,3007,3,1,1,118,118,118,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00
1,3008,3,1,1,1044,1044,1044,5.39,5.39,5.39,830,830,830,4.28,4.28,4.28
1,3009,3,237,5553,868335,5375517,0,37.40,83082.20,0.00,313539,5182158,0,8.57,8224.48,0.00
1,3011,3,2885,12011,120810,1923034,0,398.11,1572810.00,0.00,14244,192395,0,37.41,62061.40,0.00
1,3012,3,2,7,68276,39820,9706,1.30,3.00,0.20,7006,6093,102,0.34,1.40,0.02
1,3013,3,23,698,1138129,4975902,102,7.04,51.27,0.00,123876,360060,0,3.51,47.47,0.00
1,24007,24,1,8,19221,5450,408,3.07,6.64,0.31,61158,17685,903,15.09,53.38,0.48
1,3016,3,3,76,84881,16896,104,4.62,28.56,0.03,22717,5418,102,3.60,111.39,0.02
1,3017,3,5,6,13917,33018,0,0.50,2.29,0.00,369,630,111,0.36,2.03,0.00
1,3018,3,1028,11143,224125,4770524,0,10.44,174.87,0.00,55823,516350,0,6.51,399.69,0.00
1,3020,3,1,13,130558,28486,0,2.94,6.49,0.00,174269,67259,157,6.61,25.38,0.03
1,3021,3,6,192,268692,82531,591,6.77,22.16,0.23,76359,19693,0,6.19,63.62,0.00
1,8013,8,1,1,2332,2332,2332,11.91,11.91,11.91,1471,1471,1471,13.32,13.32,13.32
1,3024,3,1,4,25784,11550,3528,0.28,0.34,0.24,3694,1950,0,0.14,0.33,0.00
1,2002,2,3,25,82198,60284,0,0.86,3.59,0.00,104060,156909,0,1.57,15.66,0.00
1,2003,2,62,1749,1479801,10930358,0,5.51,115.70,0.00,3233951,9615359,0,41.12,1259.32,0.00
1,2004,2,1,17,163474,35194,640,2.57,19.34,0.11,53416,8403,336,1.36,6.21,0.04
1,2005,2,1,5,205820,152742,3967,4.65,7.37,0.78,341995,201541,19606,21.54,52.74,4.82
1,3030,3,1,8,36727,13960,1722,6.84,9.70,1.23,14190,2928,924,5.75,13.46,1.47
1,2007,2,6,149,29712,115870,107,59.82,316.93,0.00,2265,351,0,50.65,288.92,0.00
1,23001,23,1,36,195698,52990,306,8.58,26.68,0.22,127577,16553,204,8.70,42.75,0.25
1,11002,11,1,4,1202,636,0,41.93,158.52,0.00,440,236,0,40.78,158.52,0.00
1,2015,2,18,277,255656,292544,102,11.17,2430.50,0.02,28834,41395,0,0.43,15.95,0.00
1,2016,2,2,17,100281,34859,1549,5.55,28.78,0.17,180422,105817,0,8.56,30.41,0.00
1,2020,2,1,2,1597,1260,337,20.85,21.32,20.37,2331,1346,985,86.40,171.50,1.30
1,2021,2,1,9,101942,38394,861,1.34,2.24,0.68,137739,94669,408,3.23,13.78,0.05
1,2024,2,1,5,32832,10478,669,24.32,65.51,0.03,2042,978,128,14.20,46.16,0.02
1,1001,1,2,12,26858,16618,0,40.42,424.41,0.00,156616,298028,0,35.19,352.48,0.00
1,1002,1,9656,22775,214974,25473932,0,1144.22,2605510.00,0.00,11735,3688966,0,71.65,183037.00,0.00
1,2027,2,4,499,10103262,6455057,0,11.49,165.72,0.00,2594531,392415,0,7.30,263.62,0.00
1,22001,22,40,891,439493,881654,0,6.09,49.65,0.00,61116,204684,0,4.45,375.48,0.00
1,22002,22,1,28,167199,79290,912,6.86,16.62,0.14,25010,2085,204,4.15,12.37,0.05
1,22003,22,1,7,31564,15779,1013,2.79,4.08,0.40,24438,14038,901,4.56,14.24,0.44
1,2036,2,1,4,1288,428,224,5.92,7.96,1.03,770,318,122,3.61,5.92,0.52
1,22005,22,1,5,34332,14880,2076,8.48,13.48,1.10,4503,1214,420,3.59,7.74,0.17
1,22006,22,1,3,11757,6523,1912,0.74,1.04,0.48,33602,28694,2246,2.01,4.07,0.74
1,6057,6,8,241,894285,819415,0,9.50,44.22,0.00,161717,182153,0,6.60,107.61,0.00
1,11007,11,1,3,794,464,106,5.54,8.76,0.00,358,236,0,2.93,4.77,0.00
1,13008,13,1,1,106,106,106,106.75,106.75,106.75,113,113,113,113.80,113.80,113.80
2,19104,19,1,1,1004,1004,1004,8.77,8.77,8.77,302,302,302,2.64,2.64,2.64
2,21004,21,1,14,44306,10852,925,4.47,13.82,0.59,34977,5244,733,4.53,15.44,0.47
2,21007,21,4,50,433924,952834,588,4.06,18.97,0.05,157679,55053,0,9.22,54.30,0.00
2,21008,21,1,1,2970,2970,2970,4.35,4.35,4.35,2448,2448,2448,3.58,3.58,3.58
2,11011,11,5,42,49308,27461,792,8.01,19.89,0.23,11865,8273,228,4.16,13.75,0.08
2,20001,20,622,3880,38801,246576,0,192.50,105310.00,0.00,5068,255864,0,13.46,4934.71,0.00
2,20002,20,38,608,47548,77172,0,49.26,11883.50,0.00,2179,5737,0,16.42,653.24,0.00
2,19001,19,615,4730,20051,133019,0,625.73,194970.00,0.00,2905,2980,0,917.66,149802.00,0.00
2,19003,19,1,1,677,677,677,5.50,5.50,5.50,586,586,586,4.76,4.76,4.76
2,19004,19,1,2,1229,1009,220,5.64,11.25,0.03,440,220,220,1.24,2.45,0.03
2,19006,19,4,17,12631,10296,0,0.93,5.52,0.00,1451,1369,0,0.63,5.52,0.00
2,19007,19,2,2,3327,6232,422,25.77,45.08,6.45,278,434,123,0.60,0.74,0.46
2,19008,19,2,9,105789,115605,102,2.99,14.28,0.09,1984,1004,102,0.40,1.22,0.05
2,19011,19,1,2,896,448,448,1.22,1.83,0.61,518,310,208,0.82,1.10,0.54
2,19015,19,1,1,326,326,326,1.31,1.31,1.31,228,228,228,0.92,0.92,0.92
2,19016,19,2,33,16790,6222,118,5.29,23.96,0.00,306,102,0,2.22,15.96,0.00
