LAC,CI,LAC-CI,latitude,longtitude
9459,44278,9459-44278,23.14956,113.35764
9459,47164,9459-47164,23.14826,113.34369
9459,49974,9459-49974,23.14314,113.33817
9459,50075,9459-50075,23.13781,113.3445
9459,52517,9459-52517,23.14378,113.35689
9459,52518,9459-52518,23.14378,113.35689
9459,52779,9459-52779,23.14718,113.33965
9459,57941,9459-57941,23.14708,113.35808
9459,57942,9459-57942,23.14708,113.35808
9459,59752,9459-59752,23.14371,113.33335
9459,59753,9459-59753,23.14371,113.33335
9459,59931,9459-59931,23.13174,113.35291
9459,59932,9459-59932,23.13174,113.35291
9459,59933,9459-59933,23.13174,113.35291
9459,59934,9459-59934,23.13174,113.35291
9460,10327,9460-10327,23.06901,113.20971
9460,13427,9460-13427,23.08876,113.20947
9460,13428,9460-13428,23.08876,113.20947
9460,13797,9460-13797,23.070938,113.183036
9460,15502,9460-15502,23.076012,113.193611
9460,15521,9460-15521,23.07624,113.21216
9460,16644,9460-16644,23.080088,113.193223
9460,20774,9460-20774,23.077983,113.186283
9460,27697,9460-27697,23.07753,113.20559
9460,27698,9460-27698,23.07753,113.20559
9460,28382,9460-28382,23.08568,113.19823
9460,34011,9460-34011,23.08939,113.20647
9460,34012,9460-34012,23.08939,113.20647
9460,38161,9460-38161,23.07459,113.20186
9460,39841,9460-39841,23.08333,113.19042
9460,39842,9460-39842,23.08333,113.19042
9460,39843,9460-39843,23.08333,113.19042
9460,50144,9460-50144,23.07753,113.20559
9460,50145,9460-50145,23.07753,113.20559
9460,50146,9460-50146,23.07753,113.20559
9460,50839,9460-50839,23.076012,113.193611
9460,51574,9460-51574,23.06508,113.20352
9460,51575,9460-51575,23.06508,113.20352
9460,51576,9460-51576,23.06508,113.20352
9460,53171,9460-53171,23.07921,113.19432
9460,53172,9460-53172,23.07921,113.19432
9460,53173,9460-53173,23.07921,113.19432
9460,55517,9460-55517,23.05782,113.20071
9460,55518,9460-55518,23.05782,113.20071
9460,55519,9460-55519,23.05782,113.20071
9460,56541,9460-56541,23.06955,113.19169
9460,57245,9460-57245,23.06955,113.19169
9460,57246,9460-57246,23.06955,113.19169
9460,65400,9460-65400,23.07624,113.21216
9460,65401,9460-65401,23.07624,113.21216
9460,65404,9460-65404,23.08876,113.20947
9460,65405,9460-65405,23.08876,113.20947
9460,65406,9460-65406,23.08876,113.20947
9460,65411,9460-65411,23.08154,113.18183
9460,65412,9460-65412,23.076012,113.193611
9460,65413,9460-65413,23.070938,113.183036
9460,65414,9460-65414,23.070938,113.183036
9460,65415,9460-65415,23.072698,113.187924
9460,65416,9460-65416,23.08154,113.18183
9460,65417,9460-65417,23.08154,113.18183
9460,65418,9460-65418,23.08154,113.18183
9460,65419,9460-65419,23.076012,113.193611
9460,65420,9460-65420,23.076012,113.193611
9460,65423,9460-65423,23.070938,113.183036
9460,65424,9460-65424,23.070938,113.183036
9460,65425,9460-65425,23.070938,113.183036
9460,65429,9460-65429,23.076012,113.193611
9460,65430,9460-65430,23.08568,113.19823
9460,65431,9460-65431,23.08568,113.19823
9460,65433,9460-65433,23.07459,113.20186
9460,65436,9460-65436,23.08876,113.20947
9460,65437,9460-65437,23.076012,113.193611
9460,65438,9460-65438,23.076012,113.193611
9460,65441,9460-65441,23.07459,113.20186
9461,30024,9461-30024,23.01667,113.36472
9461,30025,9461-30025,23.01667,113.36472
9462,10457,9462-10457,23.07441,113.26765
9462,10458,9462-10458,23.07441,113.26765
9462,10459,9462-10459,23.07441,113.26765
9462,10671,9462-10671,23.080589,113.259626
9462,10717,9462-10717,23.08258,113.26097
9462,12381,9462-12381,23.07914,113.27075
9462,13807,9462-13807,23.091193,113.265194
9462,13844,9462-13844,23.085627,113.255785
9462,16634,9462-16634,23.083375,113.26222
9462,18074,9462-18074,23.07914,113.27075
9462,18075,9462-18075,23.07914,113.27075
9462,18076,9462-18076,23.07914,113.27075
9462,18077,9462-18077,23.07914,113.27075
9462,18078,9462-18078,23.07914,113.27075
9462,18079,9462-18079,23.07914,113.27075
9462,19197,9462-19197,23.07166,113.27997
9462,19201,9462-19201,23.07067,113.28224
9462,19757,9462-19757,23.0739,113.272
9462,20761,9462-20761,23.07295,113.2673
9462,20867,9462-20867,23.067787,113.283649
9462,26034,9462-26034,23.069488,113.27906
9462,26161,9462-26161,23.08169,113.2725
9462,26162,9462-26162,23.08169,113.2725
9462,26163,9462-26163,23.08169,113.2725
9462,26185,9462-26185,23.0725,113.2833
9462,26186,9462-26186,23.0725,113.2833
9462,26187,9462-26187,23.08169,113.2725
9462,26188,9462-26188,23.08169,113.2725
9462,26189,9462-26189,23.08169,113.2725
9462,26191,9462-26191,23.0795,113.26966
9462,26194,9462-26194,23.08242,113.27109
9462,28174,9462-28174,23.08887,113.26624
9462,28175,9462-28175,23.08887,113.26624
9462,28176,9462-28176,23.08887,113.26624
9462,28701,9462-28701,23.0725,113.2833
9462,28791,9462-28791,23.07404,113.278324
9462,28827,9462-28827,23.067276,113.281824
9462,30291,9462-30291,23.07025,113.27979
9462,30807,9462-30807,23.0739,113.272
9462,30808,9462-30808,23.0739,113.272
9462,30809,9462-30809,23.0739,113.272
9462,30811,9462-30811,23.072013,113.264145
9462,30812,9462-30812,23.072013,113.264145
9462,30813,9462-30813,23.072013,113.264145
9462,30864,9462-30864,23.08337,113.27381
9462,31027,9462-31027,23.072098,113.276366
9462,31028,9462-31028,23.072098,113.276366
9462,31029,9462-31029,23.072098,113.276366
9462,31107,9462-31107,23.07745,113.27527
9462,31108,9462-31108,23.07745,113.27527
9462,31109,9462-31109,23.07745,113.27527
9462,31201,9462-31201,23.0739,113.272
9462,31202,9462-31202,23.0739,113.272
9462,31203,9462-31203,23.0739,113.272
9462,31264,9462-31264,23.07587,113.27159
9462,31347,9462-31347,23.072013,113.264145
9462,31348,9462-31348,23.072013,113.264145
9462,31349,9462-31349,23.072013,113.264145
9462,31461,9462-31461,23.073441,113.271922
9462,31527,9462-31527,23.072098,113.276366
9462,31528,9462-31528,23.072098,113.276366
9462,31529,9462-31529,23.072098,113.276366
9462,31974,9462-31974,23.07745,113.27527
9462,31975,9462-31975,23.07745,113.27527
9462,31976,9462-31976,23.07745,113.27527
9462,31984,9462-31984,23.091324,113.264932
9462,32021,9462-32021,23.07668,113.2743
9462,32694,9462-32694,23.072098,113.276366
9462,32734,9462-32734,23.072098,113.276366
9462,33324,9462-33324,23.06867,113.28644
9462,33511,9462-33511,23.085627,113.255785
9462,33512,9462-33512,23.085627,113.255785
9462,33513,9462-33513,23.085627,113.255785
9462,33514,9462-33514,23.08204,113.26193
9462,33515,9462-33515,23.08204,113.26193
9462,33516,9462-33516,23.08204,113.26193
9462,33534,9462-33534,23.08195,113.26688
9462,33535,9462-33535,23.08195,113.26688
9462,33536,9462-33536,23.08195,113.26688
9462,33551,9462-33551,23.086866,113.261109
9462,33552,9462-33552,23.086866,113.261109
9462,33553,9462-33553,23.086866,113.261109
9462,33571,9462-33571,23.0919,113.265
9462,33572,9462-33572,23.0919,113.265
9462,33573,9462-33573,23.0919,113.265
9462,33584,9462-33584,23.07597,113.25676
9462,33585,9462-33585,23.07597,113.25676
9462,33586,9462-33586,23.07597,113.25676
9462,33751,9462-33751,23.085627,113.255785
9462,33752,9462-33752,23.085627,113.255785
9462,33753,9462-33753,23.085627,113.255785
9462,33754,9462-33754,23.086866,113.261109
9462,33755,9462-33755,23.086866,113.261109
9462,33756,9462-33756,23.086866,113.261109
9462,33764,9462-33764,23.0919,113.265
9462,33765,9462-33765,23.0919,113.265
9462,33766,9462-33766,23.0919,113.265
9462,33767,9462-33767,23.07597,113.25676
9462,33768,9462-33768,23.07597,113.25676
9462,33769,9462-33769,23.07597,113.25676
9462,34194,9462-34194,23.08108,113.2538
9462,34195,9462-34195,23.08108,113.2538
9462,34196,9462-34196,23.08108,113.2538
9462,34814,9462-34814,23.06929,113.28004
9462,34961,9462-34961,23.08623,113.26472
9462,34964,9462-34964,23.08623,113.26472
9462,34967,9462-34967,23.08623,113.26472
9462,35451,9462-35451,23.08536,113.251234
9462,35452,9462-35452,23.08536,113.251234
9462,36087,9462-36087,23.06867,113.28644
9462,36088,9462-36088,23.06867,113.28644
9462,36089,9462-36089,23.06867,113.28644
9462,36907,9462-36907,23.08204,113.26193
9462,36908,9462-36908,23.08204,113.26193
9462,36909,9462-36909,23.08204,113.26193
9462,36914,9462-36914,23.08195,113.26688
9462,36915,9462-36915,23.08195,113.26688
9462,36916,9462-36916,23.08195,113.26688
9462,37421,9462-37421,23.08146,113.27553
9462,37617,9462-37617,23.08322,113.27437
9462,37747,9462-37747,23.07708,113.268799
9462,39705,9462-39705,23.08391,113.26928
9462,39706,9462-39706,23.08391,113.26928
9462,39757,9462-39757,23.0753,113.27642
9462,39758,9462-39758,23.0753,113.27642
9462,39759,9462-39759,23.0753,113.27642
9462,43841,9462-43841,23.07986,113.27553
9462,50139,9462-50139,23.0725,113.2833
9462,50154,9462-50154,23.0725,113.2833
9462,50155,9462-50155,23.0725,113.2833
9462,50156,9462-50156,23.0725,113.2833
9462,54601,9462-54601,23.07637,113.2709
9462,54602,9462-54602,23.07637,113.2709
9462,54603,9462-54603,23.07637,113.2709
9462,54664,9462-54664,23.08391,113.26928
9462,55707,9462-55707,23.0866,113.25776
9462,55708,9462-55708,23.0866,113.25776
9462,55709,9462-55709,23.0866,113.25776
9462,58154,9462-58154,23.06899,113.27271
9464,12837,9464-12837,23.41612,113.47346
9464,12838,9464-12838,23.41612,113.47346
9464,12839,9464-12839,23.41612,113.47346
9464,12907,9464-12907,23.41612,113.47346
9464,12908,9464-12908,23.41612,113.47346
9464,12909,9464-12909,23.41612,113.47346
9464,14444,9464-14444,23.37065,113.47744
9464,14445,9464-14445,23.37065,113.47744
9464,14446,9464-14446,23.37065,113.47744
9464,14451,9464-14451,23.35163,113.54634
9464,14452,9464-14452,23.35163,113.54634
9464,14453,9464-14453,23.35163,113.54634
9464,14941,9464-14941,23.34578,113.56285
9464,16397,9464-16397,23.35237,113.46095
9464,20364,9464-20364,23.35493,113.51031
9464,20365,9464-20365,23.35493,113.51031
9464,20366,9464-20366,23.35493,113.51031
9464,22293,9464-22293,23.39809,113.48063
9464,22307,9464-22307,23.39455,113.44468
9464,22308,9464-22308,23.39455,113.44468
9464,22309,9464-22309,23.39455,113.44468
9464,22327,9464-22327,23.33644,113.48669
9464,22328,9464-22328,23.33644,113.48669
9464,22329,9464-22329,23.33644,113.48669
9464,22334,9464-22334,23.37037,113.52758
9464,22335,9464-22335,23.37037,113.52758
9464,22336,9464-22336,23.37037,113.52758
9464,22337,9464-22337,23.39809,113.48063
9464,22338,9464-22338,23.39809,113.48063
9464,22339,9464-22339,23.39809,113.48063
9464,22341,9464-22341,23.37056,113.49778
9464,22342,9464-22342,23.37056,113.49778
9464,22343,9464-22343,23.37056,113.49778
9464,22347,9464-22347,23.33583,113.52027
9464,22348,9464-22348,23.33583,113.52027
9464,22349,9464-22349,23.33583,113.52027
9464,22351,9464-22351,23.35493,113.51031
9464,22352,9464-22352,23.35493,113.51031
9464,22353,9464-22353,23.35493,113.51031
9464,22354,9464-22354,23.40084,113.49167
9464,22355,9464-22355,23.40083,113.49167
9464,22356,9464-22356,23.40083,113.49167
9464,22357,9464-22357,23.36664,113.45125
9464,22358,9464-22358,23.36664,113.45125
9464,22359,9464-22359,23.36664,113.45125
9464,22364,9464-22364,23.3424,113.53648
9464,22365,9464-22365,23.3424,113.53648
9464,22366,9464-22366,23.3424,113.53648
9464,22377,9464-22377,23.39455,113.44468
9464,22378,9464-22378,23.39455,113.44468
9464,22379,9464-22379,23.39455,113.44468
9464,26537,9464-26537,23.39809,113.48063
9464,36581,9464-36581,23.39817,113.48502
9464,38177,9464-38177,23.3847,113.4441
9464,38178,9464-38178,23.3847,113.4441
9464,38179,9464-38179,23.3847,113.4441
9464,41097,9464-41097,23.40294,113.46078
9464,41098,9464-41098,23.40294,113.46078
9464,41099,9464-41099,23.40294,113.46078
9464,41747,9464-41747,23.33444,113.53777
9464,47821,9464-47821,23.38458,113.44427
9464,47822,9464-47822,23.38458,113.44427
9464,47823,9464-47823,23.38458,113.44427
9464,49947,9464-49947,23.39753,113.48805
9464,50038,9464-50038,23.39809,113.48063
9464,50039,9464-50039,23.39809,113.48063
9464,59687,9464-59687,23.40062,113.45995
9464,59688,9464-59688,23.40062,113.45995
9464,59689,9464-59689,23.40062,113.45995
9464,59911,9464-59911,23.40321,113.45612
9464,59912,9464-59912,23.40321,113.45612
9464,59913,9464-59913,23.40321,113.45612
9464,59914,9464-59914,23.40321,113.45612
9466,11144,9466-11144,23.17662,113.3391
9466,11145,9466-11145,23.17662,113.3391
9466,11146,9466-11146,23.17662,113.3391
9466,11847,9466-11847,23.1671,113.33669
9466,11848,9466-11848,23.1671,113.33669
9466,11849,9466-11849,23.1671,113.33669
9466,12761,9466-12761,23.17453,113.32977
9466,12784,9466-12784,23.17356,113.33756
9466,13881,9466-13881,23.18022,113.33685
9466,14101,9466-14101,23.16214,113.33293
9466,14102,9466-14102,23.16214,113.33293
9466,14103,9466-14103,23.16214,113.33293
9466,14104,9466-14104,23.16214,113.33293
9466,14105,9466-14105,23.16214,113.33293
9466,14106,9466-14106,23.16214,113.33293
9466,15027,9466-15027,23.17403,113.34606
9466,15028,9466-15028,23.17403,113.34606
9466,15031,9466-15031,23.17403,113.34606
9466,15032,9466-15032,23.17403,113.34606
9466,15033,9466-15033,23.17403,113.34606
9466,15034,9466-15034,23.18022,113.33685
9466,15035,9466-15035,23.18022,113.33685
9466,15036,9466-15036,23.18022,113.33685
9466,15037,9466-15037,23.18022,113.33685
9466,15038,9466-15038,23.18022,113.33685
9466,15039,9466-15039,23.18022,113.33685
9466,15040,9466-15040,23.18022,113.33685
9466,15041,9466-15041,23.17295,113.33518
9466,15042,9466-15042,23.17295,113.33518
9466,15043,9466-15043,23.17295,113.33518
9466,15044,9466-15044,23.17295,113.33518
9466,15045,9466-15045,23.17295,113.33518
9466,15046,9466-15046,23.17295,113.33518
9466,15071,9466-15071,23.17667,113.34139
9466,15072,9466-15072,23.17667,113.34139
9466,15073,9466-15073,23.17667,113.34139
9466,15074,9466-15074,23.17667,113.34139
9466,15075,9466-15075,23.17667,113.34139
9466,15076,9466-15076,23.17667,113.34139
9466,15077,9466-15077,23.1775,113.3397
9466,15078,9466-15078,23.1775,113.3397
9466,17211,9466-17211,23.16414,113.3339
9466,19417,9466-19417,23.17407,113.32989
9466,19418,9466-19418,23.17407,113.32989
9466,19419,9466-19419,23.17407,113.32989
9466,19421,9466-19421,23.17407,113.32989
9466,19422,9466-19422,23.17407,113.32989
9466,19423,9466-19423,23.17407,113.32989
9466,21294,9466-21294,23.17667,113.34139
9466,21301,9466-21301,23.17295,113.33518
9466,21911,9466-21911,23.16705,113.33663
9466,21912,9466-21912,23.16705,113.33663
9466,21913,9466-21913,23.16705,113.33663
9466,25467,9466-25467,23.17258,113.34089
9466,25468,9466-25468,23.17258,113.34089
9466,25469,9466-25469,23.17258,113.34089
9466,28541,9466-28541,23.17663,113.34875
9466,28542,9466-28542,23.17663,113.34875
9466,28543,9466-28543,23.17663,113.34875
9466,30107,9466-30107,23.16442,113.33561
9466,30108,9466-30108,23.16442,113.33561
9466,30109,9466-30109,23.16442,113.33561
9466,32271,9466-32271,23.18031,113.34743
9466,34867,9466-34867,23.17996,113.34389
9466,34868,9466-34868,23.17996,113.34389
9466,34869,9466-34869,23.17996,113.34389
9466,34991,9466-34991,23.17068,113.33131
9466,34992,9466-34992,23.17068,113.33131
9466,34993,9466-34993,23.17068,113.33131
9466,35331,9466-35331,23.16957,113.33971
9466,35332,9466-35332,23.16957,113.33971
9466,37651,9466-37651,23.16719,113.33984
9466,37652,9466-37652,23.16719,113.33984
9466,37653,9466-37653,23.16719,113.33984
9466,44151,9466-44151,23.17778,113.34321
9466,44937,9466-44937,23.17212,113.34256
9466,44938,9466-44938,23.17212,113.34256
9466,47591,9466-47591,23.17402,113.34605
9466,50264,9466-50264,23.17868,113.33924
9466,50265,9466-50265,23.17868,113.33924
9466,50266,9466-50266,23.17868,113.33924
9466,53269,9466-53269,23.17493,113.34014
9466,56214,9466-56214,23.17068,113.33131
9466,59527,9466-59527,23.18217,113.33938
9466,59528,9466-59528,23.18217,113.33938
9466,59529,9466-59529,23.18217,113.33938
9467,10184,9467-10184,23.12102,113.22737
9467,10517,9467-10517,23.13023,113.22538
9467,10518,9467-10518,23.13023,113.22538
9467,10519,9467-10519,23.13023,113.22538
9467,10564,9467-10564,23.11663,113.21333
9467,10565,9467-10565,23.11663,113.21333
9467,10566,9467-10566,23.11663,113.21333
9467,12727,9467-12727,23.119625,113.229038
9467,12728,9467-12728,23.119625,113.229038
9467,12729,9467-12729,23.119625,113.229038
9467,12731,9467-12731,23.119625,113.229038
9467,12732,9467-12732,23.119625,113.229038
9467,12733,9467-12733,23.119625,113.229038
9467,12741,9467-12741,23.11902,113.226044
9467,12742,9467-12742,23.11902,113.226044
9467,12744,9467-12744,23.11902,113.226044
9467,12745,9467-12745,23.11902,113.226044
9467,13157,9467-13157,23.11969,113.21899
9467,13158,9467-13158,23.11969,113.21899
9467,13159,9467-13159,23.11969,113.21899
9467,13331,9467-13331,23.11559,113.19963
9467,13941,9467-13941,23.105405,113.232186
9467,15391,9467-15391,23.10884,113.21956
9467,15393,9467-15393,23.10884,113.21956
9467,15394,9467-15394,23.10884,113.21956
9467,15396,9467-15396,23.10884,113.21956
9467,15397,9467-15397,23.11394,113.21491
9467,15401,9467-15401,23.11394,113.21491
9467,15694,9467-15694,23.1239,113.21732
9467,16487,9467-16487,23.127117,113.224145
9467,16491,9467-16491,23.124971,113.223955
9467,16494,9467-16494,23.12778,113.2269
9467,16507,9467-16507,23.11969,113.21899
9467,16508,9467-16508,23.11969,113.21899
9467,16509,9467-16509,23.11969,113.21899
9467,16511,9467-16511,23.13382,113.219468
9467,16514,9467-16514,23.126307,113.224453
9467,16515,9467-16515,23.126307,113.224453
9467,16517,9467-16517,23.126307,113.224453
9467,16518,9467-16518,23.126307,113.224453
9467,16551,9467-16551,23.114,113.233
9467,16554,9467-16554,23.114404,113.231579
9467,16717,9467-16717,23.127688,113.228654
9467,16718,9467-16718,23.127688,113.228654
9467,16719,9467-16719,23.127688,113.228654
9467,16721,9467-16721,23.127688,113.228654
9467,16722,9467-16722,23.127688,113.228654
9467,16723,9467-16723,23.127688,113.228654
9467,17731,9467-17731,23.11379,113.23203
9467,17732,9467-17732,23.11379,113.23203
9467,17734,9467-17734,23.11379,113.23203
9467,17735,9467-17735,23.11379,113.23203
9467,18734,9467-18734,23.10998,113.21401
9467,19257,9467-19257,23.120692,113.226192
9467,21134,9467-21134,23.10507,113.21604
9467,21135,9467-21135,23.10507,113.21604
9467,21136,9467-21136,23.10507,113.21604
9467,21137,9467-21137,23.10507,113.21604
9467,21139,9467-21139,23.10507,113.21604
9467,23641,9467-23641,23.111675,113.212017
9467,25827,9467-25827,23.12132,113.2012
9467,25831,9467-25831,23.11543,113.20687
9467,25832,9467-25832,23.11543,113.20687
9467,26004,9467-26004,23.125823,113.223261
9467,26968,9467-26968,23.11142,113.20103
9467,26972,9467-26972,23.11142,113.20103
9467,27344,9467-27344,23.12132,113.2012
9467,27374,9467-27374,23.11199,113.20903
9467,27837,9467-27837,23.12901,113.22936
9467,28211,9467-28211,23.131667,113.224523
9467,29545,9467-29545,23.1375,113.213611
9467,30185,9467-30185,23.1208,113.2043
9467,30624,9467-30624,23.1375,113.213611
9467,31497,9467-31497,23.117464,113.228035
9467,32251,9467-32251,23.11052,113.21275
9467,32253,9467-32253,23.11052,113.21275
9467,37937,9467-37937,23.11472,113.23111
9467,38334,9467-38334,23.12778,113.2269
9467,38335,9467-38335,23.12778,113.2269
9467,38337,9467-38337,23.12778,113.2269
9467,38537,9467-38537,23.13632,113.21954
9467,38538,9467-38538,23.13632,113.21954
9467,38831,9467-38831,23.12837,113.21228
9467,39027,9467-39027,23.12124,113.21515
9467,39028,9467-39028,23.12124,113.21515
9467,39029,9467-39029,23.12124,113.21515
9467,39031,9467-39031,23.12124,113.21515
9467,39734,9467-39734,23.12282,113.21716
9467,39735,9467-39735,23.12282,113.21716
9467,39736,9467-39736,23.12282,113.21716
9467,39737,9467-39737,23.12282,113.21716
9467,39738,9467-39738,23.12282,113.21716
9467,39739,9467-39739,23.12282,113.21716
9467,40404,9467-40404,23.12837,113.21228
9467,40405,9467-40405,23.12837,113.21228
9467,40511,9467-40511,23.11311,113.20111
9467,41424,9467-41424,23.13099,113.22855
9467,41425,9467-41425,23.13099,113.22855
9467,41426,9467-41426,23.13099,113.22855
9467,41427,9467-41427,23.13099,113.22855
9467,41428,9467-41428,23.13099,113.22855
9467,41429,9467-41429,23.13099,113.22855
9467,42764,9467-42764,23.112625,113.232503
9467,43091,9467-43091,23.12174,113.21563
9467,43092,9467-43092,23.12174,113.21563
9467,43093,9467-43093,23.12174,113.21563
9467,47581,9467-47581,23.1284,113.21228
9467,47997,9467-47997,23.13041,113.21771
9467,4954,9467-4954,23.11441,113.21013
9467,51137,9467-51137,23.115136,113.229031
9467,51754,9467-51754,23.11606,113.19978
9467,54667,9467-54667,23.12606,113.20946
9467,54668,9467-54668,23.12606,113.20946
9467,54669,9467-54669,23.12606,113.20946
9467,55701,9467-55701,23.11939,113.22787
9467,58896,9467-58896,23.11808,113.22788
9467,61967,9467-61967,23.1375,113.213611
9467,61984,9467-61984,23.1375,113.213611
9467,65400,9467-65400,23.126307,113.224453
9467,65401,9467-65401,23.1375,113.213611
9467,65402,9467-65402,23.1375,113.213611
9467,65404,9467-65404,23.13632,113.21954
9467,65405,9467-65405,23.126307,113.224453
9467,65406,9467-65406,23.11394,113.21491
9467,65407,9467-65407,23.11394,113.21491
9467,65408,9467-65408,23.11394,113.21491
10013,65409,10013-65409,23.23417,113.19252
9467,65410,9467-65410,23.10361,113.2069
9467,65411,9467-65411,23.11052,113.21275
9467,65412,9467-65412,23.119093,113.199897
9467,65413,9467-65413,23.119093,113.199897
9467,65414,9467-65414,23.119093,113.199897
9467,65415,9467-65415,23.119093,113.199897
9467,65416,9467-65416,23.11142,113.20103
9467,65417,9467-65417,23.11543,113.20687
9467,65421,9467-65421,23.1208,113.2043
9467,65422,9467-65422,23.1208,113.2043
9467,65423,9467-65423,23.11865,113.1996
9467,65424,9467-65424,23.11865,113.1996
9467,65425,9467-65425,23.11865,113.1996
9467,65426,9467-65426,23.11142,113.20103
9467,65427,9467-65427,23.12132,113.2012
9467,65428,9467-65428,23.12132,113.2012
9467,65429,9467-65429,23.11543,113.20687
9467,65430,9467-65430,23.11543,113.20687
9467,65431,9467-65431,23.11543,113.20687
9467,65432,9467-65432,23.10361,113.2069
9467,65433,9467-65433,23.10361,113.2069
9467,65435,9467-65435,23.11417,113.2006
9467,65436,9467-65436,23.12837,113.21228
9467,65437,9467-65437,23.12837,113.21228
9467,65438,9467-65438,23.13041,113.21771
9467,65439,9467-65439,23.11142,113.20103
9467,65440,9467-65440,23.11543,113.20687
9467,65441,9467-65441,23.10884,113.21956
9467,65442,9467-65442,23.13041,113.21771
9467,65443,9467-65443,23.13041,113.21771
9467,65478,9467-65478,23.10361,113.2069
9467,65511,9467-65511,23.10507,113.21604
9467,65512,9467-65512,23.10884,113.21956
9469,10187,9469-10187,23.10322,113.31501
9469,10188,9469-10188,23.10322,113.31501
9469,10189,9469-10189,23.10322,113.31501
9469,10514,9469-10514,23.09536,113.32397
9469,10515,9469-10515,23.09536,113.32397
9469,10516,9469-10516,23.09536,113.32397
9469,10704,9469-10704,23.09536,113.32397
9469,10705,9469-10705,23.09536,113.32397
9469,10706,9469-10706,23.09536,113.32397
9469,11177,9469-11177,23.09822,113.31731
9469,11178,9469-11178,23.09822,113.31731
9469,11179,9469-11179,23.09822,113.31731
9469,12361,9469-12361,23.09846,113.31434
9469,12927,9469-12927,23.10029,113.332154
9469,12928,9469-12928,23.10029,113.332154
9469,12929,9469-12929,23.10029,113.332154
9469,13824,9469-13824,23.0948,113.314
9469,15057,9469-15057,23.09524,113.32671
9469,17131,9469-17131,23.09806,113.32701
9469,18337,9469-18337,23.09164,113.32494
9469,18338,9469-18338,23.09164,113.32494
9469,18339,9469-18339,23.09164,113.32494
9469,18704,9469-18704,23.09925,113.30955
9469,18974,9469-18974,23.09322,113.33594
9469,18975,9469-18975,23.09322,113.33594
9469,18976,9469-18976,23.09322,113.33594
9469,19124,9469-19124,23.08917,113.3297
9469,19125,9469-19125,23.08917,113.3297
9469,19126,9469-19126,23.08917,113.3297
9469,19127,9469-19127,23.08917,113.3297
9469,19128,9469-19128,23.08917,113.3297
9469,19129,9469-19129,23.08917,113.3297
9469,19151,9469-19151,23.09222,113.3306
9469,19152,9469-19152,23.09222,113.3306
9469,19153,9469-19153,23.09222,113.3306
9469,19154,9469-19154,23.09222,113.3306
9469,19155,9469-19155,23.09222,113.3306
9469,19156,9469-19156,23.09222,113.3306
9469,19167,9469-19167,23.092548,113.328293
9469,20471,9469-20471,23.0962,113.3107
9469,20472,9469-20472,23.0962,113.3107
9469,20473,9469-20473,23.0962,113.3107
9469,20581,9469-20581,23.0962,113.3107
9469,20582,9469-20582,23.0962,113.3107
9469,20583,9469-20583,23.0962,113.3107
9469,20764,9469-20764,23.09762,113.30765
9469,20881,9469-20881,23.09559,113.31193
9469,20944,9469-20944,23.09391,113.31671
9469,20945,9469-20945,23.09391,113.31671
9469,21214,9469-21214,23.09322,113.33594
9469,21215,9469-21215,23.09322,113.33594
9469,21216,9469-21216,23.09322,113.33594
9469,21351,9469-21351,23.09164,113.32494
9469,24954,9469-24954,23.101656,113.338903
9469,24955,9469-24955,23.101982,113.331268
9469,24957,9469-24957,23.10029,113.332154
9469,24958,9469-24958,23.10029,113.332154
9469,24959,9469-24959,23.10029,113.332154
9469,26074,9469-26074,23.0948,113.314
9469,26075,9469-26075,23.0948,113.314
9469,26076,9469-26076,23.0948,113.314
9469,26081,9469-26081,23.0948,113.314
9469,26083,9469-26083,23.0948,113.314
9469,26084,9469-26084,23.09391,113.31671
9469,26085,9469-26085,23.09391,113.31671
9469,26086,9469-26086,23.09391,113.31671
9469,26087,9469-26087,23.098138,113.329284
9469,26088,9469-26088,23.098138,113.329284
9469,26089,9469-26089,23.098138,113.329284
9469,26094,9469-26094,23.09927,113.31995
9469,26095,9469-26095,23.09927,113.31995
9469,26096,9469-26096,23.09927,113.31995
9469,26097,9469-26097,23.09927,113.31995
9469,26104,9469-26104,23.098138,113.329284
9469,26105,9469-26105,23.098138,113.329284
9469,26106,9469-26106,23.098138,113.329284
9469,26107,9469-26107,23.09997,113.32491
9469,26124,9469-26124,23.09927,113.31995
9469,26125,9469-26125,23.09927,113.31995
9469,26126,9469-26126,23.09927,113.31995
9469,26917,9469-26917,23.09059,113.33944
9469,26964,9469-26964,23.098581,113.318938
9469,28321,9469-28321,23.10029,113.31445
9469,28322,9469-28322,23.10029,113.31445
9469,28323,9469-28323,23.10029,113.31445
9469,29857,9469-29857,23.0962,113.3107
9469,29874,9469-29874,23.099361,113.310508
9469,29964,9469-29964,23.09925,113.30955
9469,30114,9469-30114,23.09918,113.31318
9469,30117,9469-30117,23.09986,113.31139
9469,30121,9469-30121,23.098416,113.313503
9469,30124,9469-30124,23.097449,113.306107
9469,30127,9469-30127,23.099246,113.307433
9469,30131,9469-30131,23.09832,113.31225
9469,30441,9469-30441,23.10175,113.31199
9469,30442,9469-30442,23.10175,113.31199
9469,30547,9469-30547,23.10167,113.3094
9469,30687,9469-30687,23.10224,113.30923
9469,31181,9469-31181,23.1027,113.3161
9469,31184,9469-31184,23.10242,113.31783
9469,31451,9469-31451,23.09761,113.31906
9469,32314,9469-32314,23.09696,113.33122
