LAC,CI,LAC-CI,latitude,longtitude
42267,56723,42267-56723,22.95882,113.32939
42260,55361,42260-55361,23.187808,113.329294
42260,20071,42260-20071,23.1858,113.32927
42260,20072,42260-20072,23.1858,113.32927
42260,20073,42260-20073,23.1858,113.32927
42260,49001,42260-49001,23.18581,113.32925
42265,45131,42265-45131,23.130125,113.329203
42265,35981,42265-35981,23.138948,113.329198
42265,35982,42265-35982,23.138948,113.329198
42265,35983,42265-35983,23.138948,113.329198
42265,56711,42265-56711,23.121926,113.329148
42265,37631,42265-37631,23.131465,113.329146
42265,34621,42265-34621,23.128354,113.329136
42265,34622,42265-34622,23.128354,113.329136
42265,34623,42265-34623,23.128354,113.329136
42265,34624,42265-34624,23.128354,113.329136
42265,12741,42265-12741,23.097934,113.32912
42265,12742,42265-12742,23.097934,113.32912
42265,12743,42265-12743,23.097934,113.32912
42267,3151,42267-3151,23.02748,113.32904
42267,3152,42267-3152,23.02748,113.32904
42267,3153,42267-3153,23.02748,113.32904
42260,49281,42260-49281,23.192465,113.328936
42260,49282,42260-49282,23.192465,113.328936
42265,45961,42265-45961,23.126096,113.328935
42265,19056,42265-19056,23.13024,113.32893
42265,19057,42265-19057,23.13024,113.32893
42265,19058,42265-19058,23.13024,113.32893
42260,58601,42260-58601,23.30187,113.32885
42259,33611,42259-33611,23.15496,113.328847
42267,4501,42267-4501,23.00273,113.32883
42267,4502,42267-4502,23.00273,113.32883
42267,4503,42267-4503,23.00273,113.32883
42260,11971,42260-11971,23.30186,113.32881
42260,11972,42260-11972,23.30186,113.32881
42267,53471,42267-53471,23.024105,113.328809
42267,53472,42267-53472,23.024105,113.328809
42265,43541,42265-43541,23.127612,113.328752
42265,43542,42265-43542,23.127612,113.328752
42260,7706,42260-7706,23.18841,113.32875
42260,7707,42260-7707,23.18841,113.32875
42260,7708,42260-7708,23.18841,113.32875
42260,36721,42260-36721,23.187712,113.328713
42260,36722,42260-36722,23.187712,113.328713
42260,49271,42260-49271,23.188271,113.328702
42260,39401,42260-39401,23.188786,113.328651
42259,35951,42259-35951,23.156003,113.328637
42259,35952,42259-35952,23.156003,113.328637
42260,51831,42260-51831,23.2168487,113.328604
42265,30711,42265-30711,23.135392,113.328595
42265,30712,42265-30712,23.135392,113.328595
42260,49151,42260-49151,23.185824,113.328575
42267,13186,42267-13186,22.8997,113.3285
42267,13187,42267-13187,22.8997,113.3285
42267,13188,42267-13188,22.8997,113.3285
42265,53441,42265-53441,23.11601,113.32843
42265,53442,42265-53442,23.11601,113.32843
42265,53443,42265-53443,23.11601,113.32843
42265,53444,42265-53444,23.11601,113.32843
42265,53445,42265-53445,23.11601,113.32843
42265,53446,42265-53446,23.11601,113.32843
42265,53447,42265-53447,23.11601,113.32843
42265,53448,42265-53448,23.11601,113.32843
42265,53449,42265-53449,23.11601,113.32843
42265,53921,42265-53921,23.11601,113.32843
42265,53922,42265-53922,23.11601,113.32843
42265,53923,42265-53923,23.11601,113.32843
42265,53924,42265-53924,23.11601,113.32843
42265,53925,42265-53925,23.11601,113.32843
42265,53926,42265-53926,23.11601,113.32843
42265,54051,42265-54051,23.11601,113.32843
42265,54052,42265-54052,23.11601,113.32843
42265,54053,42265-54053,23.11601,113.32843
42265,54054,42265-54054,23.11601,113.32843
42265,54301,42265-54301,23.11601,113.32843
42265,54302,42265-54302,23.11601,113.32843
42265,54303,42265-54303,23.11601,113.32843
42260,55341,42260-55341,23.190188,113.328425
42260,55351,42260-55351,23.189565,113.328409
42267,32411,42267-32411,22.95755,113.32838
42267,32412,42267-32412,22.95755,113.32838
42267,32413,42267-32413,22.95755,113.32838
42267,32414,42267-32414,22.95755,113.32838
42265,63731,42265-63731,23.124,113.32835
42265,63732,42265-63732,23.124,113.32835
42265,63733,42265-63733,23.124,113.32835
42261,23711,42261-23711,23.45428,113.32831
42261,23712,42261-23712,23.45428,113.32831
42261,23713,42261-23713,23.45428,113.32831
42265,35371,42265-35371,23.134058,113.328142
42265,35372,42265-35372,23.134058,113.328142
42265,24236,42265-24236,23.13404,113.32814
42265,24237,42265-24237,23.13404,113.32814
42265,47651,42265-47651,23.095323,113.328088
42267,55151,42267-55151,23.004557,113.328021
42259,36281,42259-36281,23.148991,113.328003
42259,36282,42259-36282,23.148991,113.328003
42265,1811,42265-1811,23.079585,113.327995
42265,1812,42265-1812,23.079585,113.327995
42265,1813,42265-1813,23.079585,113.327995
42260,15211,42260-15211,23.19025,113.32797
42260,15212,42260-15212,23.19025,113.32797
42260,15213,42260-15213,23.19025,113.32797
42259,45381,42259-45381,23.152267,113.327934
42265,9233,42265-9233,23.13892,113.32785
42260,7121,42260-7121,23.18107,113.32781
42260,7122,42260-7122,23.18107,113.32781
42260,7123,42260-7123,23.18107,113.32781
42265,45031,42265-45031,23.134704,113.327803
42267,48801,42267-48801,22.93506,113.32779
42261,15096,42261-15096,23.42306,113.32778
42261,15097,42261-15097,23.42306,113.32778
42261,15098,42261-15098,23.42306,113.32778
42261,63341,42261-63341,23.47139,113.32778
42261,63342,42261-63342,23.47139,113.32778
42261,63343,42261-63343,23.47139,113.32778
42265,45741,42265-45741,23.125051,113.327656
42265,45742,42265-45742,23.125051,113.327656
42265,45743,42265-45743,23.125051,113.327656
42265,45744,42265-45744,23.125051,113.327656
42259,32371,42259-32371,23.15681,113.327577
42265,20026,42265-20026,23.08562,113.32754
42265,20027,42265-20027,23.08562,113.32754
42265,20028,42265-20028,23.08562,113.32754
42265,45461,42265-45461,23.139147,113.327514
42265,44971,42265-44971,23.138305,113.327473
42265,44972,42265-44972,23.138305,113.327473
42260,2771,42260-2771,23.20007,113.32744
42265,41741,42265-41741,23.098185,113.327436
42265,41742,42265-41742,23.098185,113.327436
42259,45071,42259-45071,23.166119,113.327372
42260,48791,42260-48791,23.17944,113.32722
42265,52231,42265-52231,23.098831,113.327202
42265,33561,42265-33561,23.135484,113.327094
42259,36671,42259-36671,23.150285,113.327016
42259,36672,42259-36672,23.150285,113.327016
42259,36673,42259-36673,23.150285,113.327016
42259,8571,42259-8571,23.15108,113.32693
42259,8572,42259-8572,23.15108,113.32693
42259,8573,42259-8573,23.15108,113.32693
42265,51361,42265-51361,23.117493,113.326904
42265,26731,42265-26731,23.11487,113.32684
42265,26732,42265-26732,23.11487,113.32684
42265,26733,42265-26733,23.11487,113.32684
42259,32071,42259-32071,23.139505,113.326752
42265,18216,42265-18216,23.131691,113.32659
42265,18217,42265-18217,23.131691,113.32659
42265,18218,42265-18218,23.131691,113.32659
42265,20166,42265-20166,23.08815,113.32658
42265,20167,42265-20167,23.08815,113.32658
42265,20168,42265-20168,23.08815,113.32658
42267,1396,42267-1396,23.02261,113.32656
42265,64041,42265-64041,23.13572,113.32653
42265,64042,42265-64042,23.13572,113.32653
42265,25686,42265-25686,23.13464,113.32651
42265,25687,42265-25687,23.13464,113.32651
42265,25688,42265-25688,23.13464,113.32651
42265,57551,42265-57551,23.12983,113.32649
42259,41,42259-41,23.16754,113.32648
42259,42,42259-42,23.16754,113.32648
42259,43,42259-43,23.16754,113.32648
42265,45561,42265-45561,23.122974,113.326448
42259,17956,42259-17956,23.15326,113.32643
42259,17957,42259-17957,23.15326,113.32643
42259,17958,42259-17958,23.15326,113.32643
42260,6081,42260-6081,23.19361,113.3264
42260,6082,42260-6082,23.19361,113.3264
42260,6083,42260-6083,23.19361,113.3264
42267,5341,42267-5341,23.01634,113.32634
42267,5342,42267-5342,23.01634,113.32634
42267,5343,42267-5343,23.01634,113.32634
42265,34041,42265-34041,23.125066,113.326301
42260,166,42260-166,23.19037,113.32624
42259,63961,42259-63961,23.15809,113.326231
42259,63962,42259-63962,23.15809,113.326231
42259,63963,42259-63963,23.15809,113.326231
42265,61911,42265-61911,23.12078,113.32621
42265,61912,42265-61912,23.12078,113.32621
42260,57271,42260-57271,23.18402,113.32615
42265,47591,42265-47591,23.123754,113.326116
42265,47592,42265-47592,23.123754,113.326116
42265,47593,42265-47593,23.123754,113.326116
42265,15161,42265-15161,23.1339,113.3261
42265,15162,42265-15162,23.1339,113.3261
42265,15163,42265-15163,23.1339,113.3261
42265,45361,42265-45361,23.119972,113.32607
42260,8556,42260-8556,23.19659,113.32594
42260,8557,42260-8557,23.19659,113.32594
42260,8558,42260-8558,23.19659,113.32594
42259,1941,42259-1941,23.15016,113.32589
42259,1942,42259-1942,23.15016,113.32589
42267,5011,42267-5011,22.96528,113.32583
42267,5012,42267-5012,22.96528,113.32583
42267,5013,42267-5013,22.96528,113.32583
42260,59471,42260-59471,23.18505,113.32563
42260,59472,42260-59472,23.18505,113.32563
42260,59473,42260-59473,23.18505,113.32563
42267,24202,42267-24202,22.90634,113.3256
42267,24203,42267-24203,22.90634,113.3256
42267,48511,42267-48511,23.03607,113.32557
42267,48512,42267-48512,23.03607,113.32557
42265,36525,42265-36525,23.135365,113.325459
42267,49291,42267-49291,23.036012,113.325369
42267,49292,42267-49292,23.036012,113.325369
42265,9261,42265-9261,23.14376,113.32536
42265,9262,42265-9262,23.14376,113.32536
42265,9263,42265-9263,23.14376,113.32536
42265,43961,42265-43961,23.13762,113.32531
42267,29341,42267-29341,22.97831,113.3253
42267,29342,42267-29342,22.97831,113.3253
42265,53051,42265-53051,23.098267,113.325247
42267,1846,42267-1846,22.97506,113.32524
42267,5481,42267-5481,23.04244,113.3252
42267,5482,42267-5482,23.04244,113.3252
42267,5483,42267-5483,23.04244,113.3252
42268,25541,42268-25541,22.88516,113.32513
42268,25542,42268-25542,22.88516,113.32513
42268,25543,42268-25543,22.88516,113.32513
42267,20691,42267-20691,23.00894,113.32512
42267,20692,42267-20692,23.00894,113.32512
42267,20693,42267-20693,23.00894,113.32512
42267,20694,42267-20694,23.00894,113.32512
42267,5331,42267-5331,23.01345,113.3251
42267,5332,42267-5332,23.01345,113.3251
42267,5333,42267-5333,23.01345,113.3251
42260,18436,42260-18436,23.17371,113.32507
42260,18437,42260-18437,23.17371,113.32507
42260,18438,42260-18438,23.17371,113.32507
42265,45391,42265-45391,23.12404,113.325036
42265,53041,42265-53041,23.120591,113.325005
42265,53042,42265-53042,23.120591,113.325005
42265,18946,42265-18946,23.12356,113.32496
42265,18947,42265-18947,23.12356,113.32496
42265,38571,42265-38571,23.123054,113.324944
42265,38572,42265-38572,23.123054,113.324944
42265,31721,42265-31721,23.09997,113.32491
42265,31722,42265-31722,23.09997,113.32491
42265,31723,42265-31723,23.09997,113.32491
42265,31724,42265-31724,23.09997,113.32491
42267,1576,42267-1576,23.020603,113.324883
42267,1577,42267-1577,23.020603,113.324883
42265,9961,42265-9961,23.08173,113.32485
42265,9962,42265-9962,23.08173,113.32485
42265,9963,42265-9963,23.08173,113.32485
42259,38071,42259-38071,23.158036,113.324819
42265,42401,42265-42401,23.10478,113.3248
42265,42402,42265-42402,23.10478,113.3248
42265,42403,42265-42403,23.10478,113.3248
42260,7411,42260-7411,23.183253,113.324731
42260,7412,42260-7412,23.183253,113.324731
42260,7413,42260-7413,23.183253,113.324731
42260,25131,42260-25131,23.38194,113.3247
42260,25132,42260-25132,23.38194,113.3247
42260,25133,42260-25133,23.38194,113.3247
42265,31221,42265-31221,23.130273,113.324678
42260,9136,42260-9136,23.27159,113.32467
42260,9137,42260-9137,23.27159,113.32467
42260,9138,42260-9138,23.27159,113.32467
42260,24321,42260-24321,23.28098,113.32463
42260,24322,42260-24322,23.28098,113.32463
42260,24323,42260-24323,23.28098,113.32463
42265,33431,42265-33431,23.133886,113.324603
42260,3541,42260-3541,23.20412,113.32456
42260,3542,42260-3542,23.20412,113.32456
42260,3543,42260-3543,23.20412,113.32456
42265,34541,42265-34541,23.121852,113.324528
42265,34542,42265-34542,23.121852,113.324528
42265,34543,42265-34543,23.121852,113.324528
42261,24711,42261-24711,23.44028,113.3244
42261,24712,42261-24712,23.44028,113.3244
42261,24713,42261-24713,23.44028,113.3244
42265,36261,42265-36261,23.134717,113.324371
42265,36262,42265-36262,23.134717,113.324371
42265,39471,42265-39471,23.088183,113.324336
42267,1376,42267-1376,23.01185,113.32432
42267,5291,42267-5291,23.02831,113.32423
42267,5292,42267-5292,23.02831,113.32423
42267,5293,42267-5293,23.02831,113.32423
42260,696,42260-696,23.19146,113.3242
42260,601,42260-601,23.208004,113.324139
42260,602,42260-602,23.208004,113.324139
42260,603,42260-603,23.208004,113.324139
42260,6631,42260-6631,23.21447,113.3241
42260,6632,42260-6632,23.21447,113.3241
42260,6633,42260-6633,23.21447,113.3241
42267,37151,42267-37151,23.028965,113.324079
42260,38831,42260-38831,23.1966,113.32407
42260,38832,42260-38832,23.1966,113.32407
42265,48931,42265-48931,23.136862,113.324055
42265,37961,42265-37961,23.086313,113.324044
42259,13531,42259-13531,23.16427,113.324
42259,13532,42259-13532,23.16427,113.324
42259,13533,42259-13533,23.16427,113.324
42265,60181,42265-60181,23.09536,113.32397
42265,60182,42265-60182,23.09536,113.32397
42265,60183,42265-60183,23.09536,113.32397
42265,35771,42265-35771,23.116833,113.323969
42265,35772,42265-35772,23.116833,113.323969
42265,35773,42265-35773,23.116833,113.323969
42265,35774,42265-35774,23.116833,113.323969
42265,65401,42265-65401,23.12602,113.32389
42265,65402,42265-65402,23.12602,113.32389
42260,42821,42260-42821,23.402151,113.32386
42260,42822,42260-42822,23.402151,113.32386
42260,42823,42260-42823,23.402151,113.32386
42267,51771,42267-51771,23.031667,113.323817
42267,51772,42267-51772,23.031667,113.323817
42265,34281,42265-34281,23.11413,113.32374
42265,34282,42265-34282,23.11413,113.32374
42265,44491,42265-44491,23.138714,113.323677
42265,44492,42265-44492,23.138714,113.323677
42267,40731,42267-40731,23.004307,113.323654
42259,44691,42259-44691,23.153822,113.323652
42265,36431,42265-36431,23.125212,113.323632
42265,36432,42265-36432,23.125212,113.323632
42260,64101,42260-64101,23.28828,113.32362
42260,64102,42260-64102,23.28828,113.32362
42260,64103,42260-64103,23.28828,113.32362
42265,31231,42265-31231,23.130551,113.323607
42265,31232,42265-31232,23.130551,113.323607
42259,44751,42259-44751,23.160913,113.323514
42265,39301,42265-39301,23.123945,113.323479
42265,39302,42265-39302,23.123945,113.323479
42260,36581,42260-36581,23.185925,113.323453
42260,36582,42260-36582,23.185925,113.323453
42260,36583,42260-36583,23.185925,113.323453
42265,2961,42265-2961,23.117658,113.323438
42265,2962,42265-2962,23.117658,113.323438
42265,34101,42265-34101,23.139352,113.323434
42265,34102,42265-34102,23.139352,113.323434
42265,33351,42265-33351,23.137886,113.323394
42267,37131,42267-37131,23.03972,113.32337
42265,39281,42265-39281,23.13203,113.323325
42265,39282,42265-39282,23.13203,113.323325
42265,28611,42265-28611,23.11433,113.32332
42265,28612,42265-28612,23.11433,113.32332
42265,28613,42265-28613,23.11433,113.32332
42265,38051,42265-38051,23.108327,113.32332
42265,38052,42265-38052,23.108327,113.32332
42265,38861,42265-38861,23.122004,113.323305
42265,38862,42265-38862,23.122004,113.323305
42265,38863,42265-38863,23.122004,113.323305
42265,38864,42265-38864,23.122004,113.323305
42259,38981,42259-38981,23.163922,113.323301
42267,20671,42267-20671,23.00217,113.32311
42267,20672,42267-20672,23.00217,113.32311
42267,20673,42267-20673,23.00217,113.32311
42267,2701,42267-2701,22.97094,113.32311
42267,2702,42267-2702,22.97094,113.32311
42267,2703,42267-2703,22.97094,113.32311
42265,4091,42265-4091,23.13682,113.32306
42265,4092,42265-4092,23.13682,113.32306
42265,43851,42265-43851,23.135218,113.322868
42265,28541,42265-28541,23.11782,113.3227
42265,6791,42265-6791,23.14766667,113.3226667
42265,6792,42265-6792,23.14766667,113.3226667
42265,6793,42265-6793,23.14766667,113.3226667
42260,35221,42260-35221,23.19342,113.32255
42260,35222,42260-35222,23.19342,113.32255
42265,41531,42265-41531,23.100595,113.32254
42265,41532,42265-41532,23.100595,113.32254
42265,41533,42265-41533,23.100595,113.32254
42265,41534,42265-41534,23.100595,113.32254
42259,43941,42259-43941,23.163517,113.322534
42265,39781,42265-39781,23.11619,113.322526
42260,27241,42260-27241,23.212723,113.322487
42260,27242,42260-27242,23.212723,113.322487
42260,21121,42260-21121,23.22833,113.32245
42260,21122,42260-21122,23.22833,113.32245
42260,21123,42260-21123,23.22833,113.32245
42265,61791,42265-61791,23.13205,113.32245
42265,61792,42265-61792,23.13205,113.32245
42265,44791,42265-44791,23.119175,113.322444
42265,8961,42265-8961,23.139179,113.322419
42265,8962,42265-8962,23.139179,113.322419
42265,2011,42265-2011,23.10626,113.32235
42265,2012,42265-2012,23.10626,113.32235
42260,40701,42260-40701,23.188455,113.322331
42260,8576,42260-8576,23.20298,113.32227
42260,8577,42260-8577,23.20298,113.32227
42260,8578,42260-8578,23.20298,113.32227
42265,54451,42265-54451,23.12534,113.32221
42265,54452,42265-54452,23.12534,113.32221
42265,54453,42265-54453,23.12534,113.32221
42265,28501,42265-28501,23.127108,113.322195
42265,28502,42265-28502,23.127108,113.322195
42265,28503,42265-28503,23.127108,113.322195
42265,42151,42265-42151,23.106651,113.322103
42265,42152,42265-42152,23.106651,113.322103
42265,41832,42265-41832,23.10629,113.32205
42265,41833,42265-41833,23.10629,113.32205
42260,1111,42260-1111,23.19112,113.32201
42260,1112,42260-1112,23.19112,113.32201
42260,1113,42260-1113,23.19112,113.32201
42265,44151,42265-44151,23.12974,113.321983
42265,28251,42265-28251,23.09528,113.3219
42265,28252,42265-28252,23.09528,113.3219
42265,48481,42265-48481,23.10342,113.32186
42265,45851,42265-45851,23.127932,113.321839
42265,38731,42265-38731,23.124318,113.321818
42265,38732,42265-38732,23.124318,113.321818
42265,38733,42265-38733,23.124318,113.321818
42265,38736,42265-38736,23.124318,113.321818
42265,38737,42265-38737,23.124318,113.321818
42267,4561,42267-4561,22.98851,113.32181
42267,4562,42267-4562,22.98851,113.32181
42267,4563,42267-4563,22.98851,113.32181
42267,36591,42267-36591,23.00562,113.32178
42267,36592,42267-36592,23.00562,113.32178
42267,36593,42267-36593,23.00562,113.32178
42267,36594,42267-36594,23.00562,113.32178
42265,43881,42265-43881,23.129455,113.321747
42265,43882,42265-43882,23.129455,113.321747
42265,43883,42265-43883,23.129455,113.321747
42265,43884,42265-43884,23.129455,113.321747
42260,8607,42260-8607,23.19437,113.32174
42260,8608,42260-8608,23.19437,113.32174
42265,34751,42265-34751,23.117449,113.32169
42260,6672,42260-6672,23.1987,113.32168
42260,6673,42260-6673,23.1987,113.32168
42265,56401,42265-56401,23.134997,113.321659
42265,56402,42265-56402,23.134997,113.321659
42260,32901,42260-32901,23.190285,113.321565
42260,32902,42260-32902,23.190285,113.321565
42265,30011,42265-30011,23.137511,113.321523
42267,13301,42267-13301,23.0252,113.32147
42267,13302,42267-13302,23.0252,113.32147
42267,13303,42267-13303,23.0252,113.32147
42259,44431,42259-44431,23.152226,113.32136
42265,32191,42265-32191,23.089038,113.321339
42265,32192,42265-32192,23.089038,113.321339
42259,52621,42259-52621,23.160718,113.321306
42259,52622,42259-52622,23.160718,113.321306
42267,1891,42267-1891,23.0068,113.3213
42267,1892,42267-1892,23.0068,113.3213
42267,1893,42267-1893,23.0068,113.3213
42267,26111,42267-26111,23.038506,113.321196
42267,26112,42267-26112,23.038506,113.321196
42267,26113,42267-26113,23.038506,113.321196
42259,32921,42259-32921,23.162121,113.321107
42259,32922,42259-32922,23.162121,113.321107
42267,30761,42267-30761,23.006345,113.321047
42265,18796,42265-18796,23.13766,113.32103
42265,18797,42265-18797,23.13766,113.32103
42265,18798,42265-18798,23.13766,113.32103
42259,45861,42259-45861,23.150628,113.320998
42267,11436,42267-11436,22.91531,113.32098
42267,11437,42267-11437,22.91531,113.32098
42267,11438,42267-11438,22.91531,113.32098
42265,39001,42265-39001,23.084579,113.320923
42267,58402,42267-58402,23.039229,113.320906
42261,15206,42261-15206,23.48799,113.32089
42261,15207,42261-15207,23.48799,113.32089
42261,15208,42261-15208,23.48799,113.32089
42267,561,42267-561,22.99755,113.32085
42267,562,42267-562,22.99755,113.32085
42267,563,42267-563,22.99755,113.32085
42289,29996,42289-29996,23.61917,113.32084
42289,29997,42289-29997,23.61917,113.32084
42289,29998,42289-29998,23.61917,113.32084
42260,14751,42260-14751,23.18817,113.32083
42260,14752,42260-14752,23.18817,113.32083
42260,14753,42260-14753,23.18817,113.32083
42265,2981,42265-2981,23.13399,113.32082
42265,2982,42265-2982,23.13399,113.32082
42265,44421,42265-44421,23.124407,113.3208
42267,59081,42267-59081,22.97513,113.32079
42267,59082,42267-59082,22.97513,113.32079
42267,59083,42267-59083,22.97513,113.32079
42259,8561,42259-8561,23.15414,113.32071
42259,8562,42259-8562,23.15414,113.32071
42259,8563,42259-8563,23.15414,113.32071
42265,44121,42265-44121,23.13445,113.3206
42265,44122,42265-44122,23.13445,113.3206
42260,21671,42260-21671,23.27836,113.32052
42260,21672,42260-21672,23.27836,113.32052
42260,21673,42260-21673,23.27836,113.32052
42265,28871,42265-28871,23.109588,113.32052
42265,28872,42265-28872,23.109588,113.32052
42265,53326,42265-53326,23.127419,113.32051
42265,38031,42265-38031,23.11888,113.32049
42260,12661,42260-12661,23.21159,113.3204
42260,12662,42260-12662,23.21159,113.3204
42260,12663,42260-12663,23.21159,113.3204
42259,36481,42259-36481,23.161659,113.320394
42267,14871,42267-14871,23.064134,113.320366
42267,14872,42267-14872,23.064134,113.320366
42267,14873,42267-14873,23.064134,113.320366
42265,40941,42265-40941,23.122947,113.32036
42265,40942,42265-40942,23.122947,113.32036
42265,40943,42265-40943,23.122947,113.32036
42260,6501,42260-6501,23.18111,113.32028
42260,6502,42260-6502,23.18111,113.32028
42260,6503,42260-6503,23.18111,113.32028
42265,41991,42265-41991,23.091149,113.32024
42260,7481,42260-7481,23.21776,113.32019
42260,7482,42260-7482,23.21776,113.32019
42260,7483,42260-7483,23.21776,113.32019
42267,18931,42267-18931,22.95774,113.32018
42267,18932,42267-18932,22.95774,113.32018
42267,18933,42267-18933,22.95774,113.32018
42265,9181,42265-9181,23.09931,113.32016
42265,9182,42265-9182,23.09931,113.32016
42265,9183,42265-9183,23.09931,113.32016
42259,6281,42259-6281,23.16112,113.32014
42259,6282,42259-6282,23.16112,113.32014
42259,6283,42259-6283,23.16112,113.32014
42265,28571,42265-28571,23.10256,113.32014
42265,28572,42265-28572,23.10256,113.32014
42265,28573,42265-28573,23.10256,113.32014
42265,41281,42265-41281,23.082964,113.320013
42265,15291,42265-15291,23.08492,113.31998
42265,15292,42265-15292,23.08492,113.31998
42265,15293,42265-15293,23.08492,113.31998
42260,54011,42260-54011,23.185403,113.319922
42260,54012,42260-54012,23.185403,113.319922
42265,37931,42265-37931,23.11966,113.31992
42260,3721,42260-3721,23.19573,113.31989
42260,3722,42260-3722,23.19573,113.31989
42260,3723,42260-3723,23.19573,113.31989
42267,29261,42267-29261,22.98072,113.31979
42267,29262,42267-29262,22.98072,113.31979
42265,44381,42265-44381,23.13057,113.319729
42261,63141,42261-63141,23.43945,113.31963
42261,63142,42261-63142,23.43945,113.31963
42261,63143,42261-63143,23.43945,113.31963
42265,60131,42265-60131,23.09622,113.31962
42265,60132,42265-60132,23.09622,113.31962
42265,60133,42265-60133,23.09622,113.31962
42265,24656,42265-24656,23.13029,113.31961
42265,24657,42265-24657,23.13029,113.31961
42265,39311,42265-39311,23.109178,113.319544
42265,39312,42265-39312,23.109178,113.319544
42265,39313,42265-39313,23.109178,113.319544
42265,39751,42265-39751,23.109178,113.319544
42265,39752,42265-39752,23.109178,113.319544
42265,39753,42265-39753,23.109178,113.319544
42265,39754,42265-39754,23.109178,113.319544
42265,39755,42265-39755,23.109178,113.319544
42265,39756,42265-39756,23.109178,113.319544
42265,39757,42265-39757,23.109178,113.319544
42267,55261,42267-55261,23.03134,113.31954
42267,55262,42267-55262,23.03134,113.31954
42267,55263,42267-55263,23.03134,113.31954
42267,55264,42267-55264,23.03134,113.31954
42265,55081,42265-55081,23.138159,113.31945
42265,55082,42265-55082,23.138159,113.31945
42265,55083,42265-55083,23.138159,113.31945
42265,55084,42265-55084,23.138159,113.31945
42267,37811,42267-37811,23.002038,113.319439
42265,13911,42265-13911,23.13153,113.31943
42265,13912,42265-13912,23.13153,113.31943
42265,13913,42265-13913,23.13153,113.31943
42259,40391,42259-40391,23.151449,113.319423
42259,40392,42259-40392,23.151449,113.319423
42260,54611,42260-54611,23.18178,113.31942
42260,14627,42260-14627,23.41963,113.3194
42260,14628,42260-14628,23.41963,113.3194
42265,3166,42265-3166,23.12748,113.31931
42265,3167,42265-3167,23.12748,113.31931
42265,3168,42265-3168,23.12748,113.31931
42265,3169,42265-3169,23.12748,113.31931
42265,3170,42265-3170,23.12748,113.31931
42265,3171,42265-3171,23.12748,113.31931
42265,47581,42265-47581,23.127481,113.319307
42265,47582,42265-47582,23.127481,113.319307
42265,47583,42265-47583,23.127481,113.319307
42265,47584,42265-47584,23.127481,113.319307
42265,47585,42265-47585,23.127481,113.319307
42265,47586,42265-47586,23.127481,113.319307
42265,47587,42265-47587,23.127481,113.319307
42265,47588,42265-47588,23.127481,113.319307
42260,6641,42260-6641,23.20699,113.31927
42260,6642,42260-6642,23.20699,113.31927
42260,6643,42260-6643,23.20699,113.31927
42267,40931,42267-40931,22.97148,113.3192
42265,42201,42265-42201,23.098579,113.319188
42265,12951,42265-12951,23.0883,113.31918
42265,12952,42265-12952,23.0883,113.31918
42265,12953,42265-12953,23.0883,113.31918
42265,53911,42265-53911,23.119017,113.319156
42265,53912,42265-53912,23.119017,113.319156
42265,53913,42265-53913,23.119017,113.319156
42265,53914,42265-53914,23.119017,113.319156
42259,34911,42259-34911,23.152201,113.319151
42259,34912,42259-34912,23.152201,113.319151
42259,34913,42259-34913,23.152201,113.319151
42259,34914,42259-34914,23.152201,113.319151
42259,34915,42259-34915,23.152201,113.319151
42259,34916,42259-34916,23.152201,113.319151
42265,40141,42265-40141,23.098107,113.319064
42265,37621,42265-37621,23.12317,113.31902
42265,37622,42265-37622,23.12317,113.31902
42265,37623,42265-37623,23.12317,113.31902
42260,22111,42260-22111,23.26139,113.31882
42260,22112,42260-22112,23.26139,113.31882
42260,22113,42260-22113,23.26139,113.31882
42260,8461,42260-8461,23.27097,113.31882
42260,8462,42260-8462,23.27097,113.31882
42260,8463,42260-8463,23.27097,113.31882
42265,50221,42265-50221,23.140316,113.318643
42265,50222,42265-50222,23.140316,113.318643
42265,50223,42265-50223,23.140316,113.318643
42265,50224,42265-50224,23.140316,113.318643
42265,44261,42265-44261,23.135584,113.318423
42265,19346,42265-19346,23.08547,113.31841
42265,19347,42265-19347,23.08547,113.31841
42265,19348,42265-19348,23.08547,113.31841
42265,45821,42265-45821,23.124524,113.318355
42265,45822,42265-45822,23.124524,113.318355
42265,45823,42265-45823,23.124524,113.318355
42267,19926,42267-19926,23.071894,113.318344
42267,19927,42267-19927,23.071894,113.318344
42267,19928,42267-19928,23.071894,113.318344
42267,1506,42267-1506,23.01257,113.31834
42260,2781,42260-2781,23.2021,113.31829
42260,2782,42260-2782,23.2021,113.31829
42260,2783,42260-2783,23.2021,113.31829
42267,1936,42267-1936,23.00871,113.31826
42265,4806,42265-4806,23.09672,113.31818
42267,27461,42267-27461,23.02698,113.31818
42267,27462,42267-27462,23.02698,113.31818
42267,27463,42267-27463,23.02698,113.31818
42265,9201,42265-9201,23.15025,113.31813
42265,9202,42265-9202,23.15025,113.31813
42265,9203,42265-9203,23.15025,113.31813
42267,20681,42267-20681,23.00699,113.31808
42267,20682,42267-20682,23.00699,113.31808
42267,20683,42267-20683,23.00699,113.31808
42265,53893,42265-53893,23.127522,113.318072
42265,37171,42265-37171,23.119154,113.318014
42267,40801,42267-40801,22.991307,113.317969
42259,34181,42259-34181,23.152436,113.317968
42259,34182,42259-34182,23.152436,113.317968
42259,34183,42259-34183,23.152436,113.317968
42259,34184,42259-34184,23.152436,113.317968
