128,20001,20,1,5,14306,14306,7151,1325,0.93,2.13,0.55,85383,85383,46713,3166,2.97,8.14,0.11
128,3011,3,1,22,182100,182100,50116,102,3.62,10.37,0.01,267252,267252,51652,102,3.77,16.64,0.02
128,3009,3,1,1,93576,93576,93576,93576,12.60,12.60,12.60,7250,7250,7250,7250,0.98,0.98,0.98
128,6057,6,1,1,6052,6052,6052,6052,0.92,0.92,0.92,116743,116743,116743,116743,9.78,9.78,9.78
128,1002,1,1,117,953887,953887,95351,204,12.25,221.73,0.03,6906226,6906226,781709,204,3.07,73.43,0.00
128,5003,5,1,19,75576,75576,11505,1509,2.53,12.73,0.69,40157,40157,8780,738,0.43,1.63,0.20
128,21004,21,1,2,4864,4864,3630,1234,4.68,8.31,1.06,24729,24729,23637,1092,7.12,7.35,6.90
128,14001,14,1,16,129311,129311,29211,0,5.86,12.95,0.00,181669,181669,52665,102,7.02,27.78,0.01
128,19001,19,1,36,13186,13186,3542,116,341.02,638.11,45.84,39055,39055,10437,137,867.62,2274.05,117.15
128,3018,3,1,18,154082,154082,108325,204,2.14,10.05,0.05,319290,319290,132679,204,1.57,6.75,0.03
1,19104,19,3,1,844,281,428,204,24.15,12.98,0.02,428,142,216,0,18.60,12.98,0.00
1,21003,21,1,1,9715,9715,9715,9715,10.88,10.88,10.88,5065,5065,5065,5065,3.72,3.72,3.72
1,21004,21,113,1,329993,2920,15837,110,467.67,25.28,0.01,643876,5698,33689,0,722.09,43.00,0.00
1,21006,21,2,1,102582,51291,99565,3017,11.08,8.65,2.43,206065,103032,202789,3276,3.44,2.64,0.80
1,21007,21,273,1,6607931,24204,952834,102,1365.57,40.83,0.02,43302421,158616,13470508,0,4032.46,332.64,0.00
1,21008,21,1,1,2970,2970,2970,2970,4.35,4.35,4.35,2448,2448,2448,2448,3.58,3.58,3.58
1,19081,19,3,1,1356,452,464,428,24.83,11.14,6.71,790,263,318,236,15.24,8.28,3.41
1,20001,20,18648,1,203260332,10899,3315916,0,4588304.96,245746.00,0.00,281454925,15093,13576918,0,535335.36,64703.40,0.00
1,20002,20,3470,1,17522193,5049,635940,0,4562587.57,733114.00,0.00,8309414,2394,959279,0,46951.92,1960.21,0.00
1,7003,7,1,1,750,750,750,750,1.21,1.21,1.21,799,799,799,799,1.28,1.28,1.28
1,9003,9,369,1,4641275,12577,559882,819,2455.09,29.40,0.15,21221343,57510,10789517,216,1728.51,171.88,0.02
1,19122,19,3,1,2378,792,1486,428,27.95,10.45,7.96,696,232,244,216,10.13,5.27,0.00
1,19001,19,20660,1,93857586,4542,357653,0,18642407.40,709007.00,0.00,229137430,11090,747115,0,19650382.59,149802.00,0.00
1,19004,19,11,1,3650,331,602,102,24.32,9.53,0.00,2106,191,432,0,13.79,4.85,0.00
1,19006,19,136,1,1704123,12530,228940,0,1007.71,251.24,0.00,1375222,10111,222394,0,531.48,217.17,0.00
1,19007,19,2,1,15261,7630,9029,6232,50.62,45.08,5.54,10184,5092,6374,3810,2.29,1.83,0.46
1,19008,19,67,1,569989,8507,115605,0,291.65,166.99,0.00,538354,8035,108355,0,45.93,8.19,0.00
1,19011,19,16,1,31329,1958,12180,102,39.34,9.57,0.01,83989,5249,44696,0,29.10,15.33,0.00
1,19014,19,5,1,2008,401,464,224,37.26,11.15,1.76,1128,225,318,122,19.54,5.62,1.31
1,19015,19,11,1,5040,458,1220,98,12328.97,12142.00,0.00,4952,450,2052,0,1995.48,1862.15,0.00
1,19016,19,258,1,786810,3049,120124,118,75159.53,59416.40,0.00,365188,1415,64974,0,796.20,101.91,0.00
1,19022,19,1,1,464,464,464,464,7.26,7.26,7.26,236,236,236,236,3.69,3.69,3.69
1,19025,19,2,1,2180,1090,2066,114,2.12,2.11,0.01,786,393,786,0,0.00,0.00,0.00
1,18002,18,32,1,99035,3094,17149,0,510.37,158.52,0.00,67949,2123,12064,0,385.75,158.52,0.00
1,19028,19,1,1,428,428,428,428,11.14,11.14,11.14,216,216,216,216,5.62,5.62,5.62
1,19029,19,12,1,5250,437,1264,0,38.71,6.03,0.00,1841,153,632,0,4.39,4.39,0.00
1,19033,19,1,1,464,464,464,464,9.07,9.07,9.07,236,236,236,236,4.61,4.61,4.61
1,19034,19,2,1,63954,31977,63294,660,1.27,1.05,0.22,61093,30546,60665,428,0.84,0.74,0.10
