0,19104,19,41,1,131727,3212,26948,0,583.19,174.70,0.00,125939,3071,25802,0,419.44,174.70,0.00,6,1434,80
0,21001,21,3,1,17660,5886,7354,2982,10.18,8.46,1.36,63785,21261,36520,1592,50.41,52.39,0.89,6,51289,80
0,21003,21,6,1,16394,2732,6548,1081,13.03,6.87,0.25,27728,4621,11379,618,22.44,18.24,0.15,6,61839,80
0,21004,21,1534,1,5115544,3334,473408,0,5547.90,35.32,0.00,32247039,21021,8667985,0,10311.64,653.39,0.00,6,63742,80
0,21006,21,9,1,307429,34158,258403,1486,60.96,23.54,0.66,479912,53323,394650,940,34.10,11.41,0.24,6,46269,80
0,21007,21,3577,1,53846497,15053,384314,0,15185.93,36.14,0.00,289176204,80843,6694323,0,40253.55,204.74,0.00,6,34346,80
0,21008,21,3,1,6990,2330,3606,204,5.48,5.13,0.03,7260,2420,3771,204,4.82,4.68,0.03,6,37306,8080
0,21010,21,1,1,1583,1583,1583,1583,0.93,0.93,0.93,3555,3555,3555,3555,2.08,2.08,2.08,6,48696,80
0,6025,6,3,1,12077,4025,8133,437,0.96,0.58,0.05,12886,4295,11920,338,0.35,0.25,0.04,6,37145,12002
0,10073,10,15,1,483758,32250,242539,428,18.01,5.27,0.11,660005,44000,272423,200,12.60,4.19,0.05,6,53954,7071
0,6028,6,12,1,98747,8228,31251,102,42.94,10.84,0.13,726457,60538,410736,102,108.86,63.30,0.02,6,42943,80
0,20001,20,266537,1,1837618336,6894,2434670,0,48182058.70,854177.00,0.00,2630684182,9869,34718665,0,6402245.99,97938.70,0.00,6,40614,5287
0,20002,20,45642,1,153679257,3367,2412849,0,38224100.66,1975940.00,0.00,70583871,1546,3212076,0,658255.22,35449.10,0.00,17,16403,33937
0,7003,7,11,1,97983,8907,72168,102,20.24,4.91,0.02,1388378,126216,1210797,0,34.41,17.07,0.00,6,38811,80
0,8014,8,2,1,9537,4768,6289,3248,13.40,7.40,6.00,27471,13735,26309,1162,3.82,3.67,0.15,6,36851,80
0,10076,10,1,1,7060,7060,7060,7060,1.22,1.22,1.22,17179,17179,17179,17179,0.14,0.14,0.14,6,33732,8802
0,2013,2,3,1,4685,1561,4011,110,205.44,182.20,5.48,4868,1622,4664,102,178.54,168.95,3.21,6,30702,443
0,6049,6,2,1,4982,2491,2776,2206,9.53,8.61,0.92,2939,1469,1684,1255,5.80,5.23,0.58,6,59165,80
0,19122,19,7,1,3275,467,1775,0,112.94,106.33,0.00,2645,377,1274,0,118.68,113.35,0.00,6,1985,80
0,19001,19,323068,1,912355893,2824,576445,0,219961684.68,1460480.00,0.00,2202796273,6818,1594148,0,287459440.62,363182.00,0.00,17,61923,53
0,19003,19,16,1,175404,10962,57362,126,77.70,47.36,0.00,1054960,65935,437452,0,93.55,66.51,0.00,6,39290,5150
0,19004,19,99,1,124987,1262,23933,0,1296.12,214.90,0.00,240640,2430,77426,0,1213.04,214.90,0.00,6,1170,80
0,19006,19,1304,1,8967900,6877,180808,0,64617.97,24672.90,0.00,9490409,7277,370169,0,64043.57,24672.90,0.00,6,1025,5111
0,19007,19,17,1,44421,2613,7027,102,267.62,214.00,0.09,49948,2938,21238,0,253.10,214.00,0.00,6,6025,2059
0,19008,19,963,1,6412708,6659,225203,0,23461.97,4615.78,0.00,8088927,8399,833195,0,12290.41,4112.24,0.00,6,1026,9966
0,19009,19,2,1,17674,8837,8784,1448,45.80,66.77,0.55,1106,553,1106,0,0.21,0.32,0.00,6,42367,2
0,19010,19,1,1,114,114,114,114,0.78,0.78,0.78,228,228,228,228,1.55,1.55,1.55,6,17027,80
0,19011,19,269,1,794836,2954,59138,0,32789.26,24672.90,0.00,1472607,5474,194861,0,29374.22,24672.90,0.00,6,1050,13001
0,19012,19,1,1,0,0,0,0,0.00,0.00,0.00,1220,1220,1220,1220,5.08,5.08,5.08,17,135,15308
0,6056,6,1,1,2242,2242,2242,2242,14.24,14.24,14.24,636,636,636,636,3.13,3.13,3.13,6,47234,80
0,19014,19,3,1,1703,567,864,102,9.07,4.02,2.04,1143,381,594,109,6.80,2.43,2.18,6,2287,5111
0,19015,19,87,1,62881,722,4582,0,4644.94,2243.04,0.00,28903,332,2356,0,3821.65,2243.04,0.00,6,53169,90
0,19016,19,3041,1,9025688,2968,374296,114,814654.69,245714.00,0.00,5273190,1734,308142,0,17849.35,262.48,0.00,6,35103,7
0,10027,10,1363,1,13175929,9666,1091154,0,29902.94,9793.85,0.00,23579793,17299,2896156,0,7911.02,2243.04,0.00,6,53183,10000
0,19112,19,4,1,3819,954,1980,256,32335.01,32226.90,0.32,0,0,0,0,0.00,0.00,0.00,17,53600,1701
0,19022,19,9,1,6205,689,2692,98,228.04,209.49,0.00,4899,544,2091,0,137.61,128.72,0.00,6,2502,5111
0,19025,19,12,1,34090,2840,14172,126,18.86,7.08,0.00,15794,1316,6600,0,5.98,1.48,0.00,6,50060,99
0,18002,18,464,1,1679956,3620,149604,0,87047.04,23037.00,0.00,4253841,9167,2267647,0,9147.55,2467.34,0.00,6,46974,81
0,19028,19,7,1,10729,1532,3824,224,13.11,8.21,0.19,9010,1287,4194,114,10.26,6.59,0.00,6,50526,2450
0,19029,19,118,1,214600,1818,73920,0,80806.32,70494.00,0.00,4984,42,1264,0,18.06,7.27,0.00,17,16834,137
