128,20001,20,1,43,32304,32304,2623,0,248.31,5401.62,0.00,17462,17462,5380,0,4.06,153.66,0.00
128,19170,19,1,1,3603,3603,3603,3603,0.29,0.29,0.29,3511,3511,3511,3511,0.32,0.32,0.32
128,3011,3,1,15,17209,17209,9478,0,501.67,7505.41,0.00,28084,28084,15337,98,139.88,2077.77,0.02
128,3013,3,1,1,240,240,240,240,0.02,0.02,0.02,342,342,342,342,0.02,0.02,0.02
128,3009,3,1,1,684,684,684,684,0.14,0.14,0.14,534,534,534,534,0.11,0.11,0.11
128,3018,3,1,24,55291,55291,10949,648,4.18,12.94,0.13,160810,160810,55915,566,6.68,63.42,0.10
128,5003,5,1,10,47332,47332,17262,508,2.37,7.33,0.04,46166,46166,15040,306,1.07,4.07,0.03
128,25004,25,1,2,4171,4171,4171,0,0.27,0.55,0.00,1624,1624,1510,114,0.01,0.02,0.00
128,20002,20,1,1,200,200,200,200,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00
128,25006,25,1,2,12703,12703,8701,4002,2.28,4.22,0.33,23278,23278,15297,7981,0.64,0.67,0.60
128,14001,14,1,50,154386,154386,18279,236,1.20,5.54,0.02,286001,286001,22128,98,1.48,10.80,0.01
128,25002,25,1,2,4947,4947,2840,2107,0.39,0.41,0.37,9266,9266,4684,4582,0.75,0.89,0.62
128,10005,10,1,1,366,366,366,366,0.32,0.32,0.32,0,0,0,0,0.00,0.00,0.00
128,10105,10,1,1,102,102,102,102,0.01,0.01,0.01,559,559,559,559,0.07,0.07,0.07
128,5002,5,1,3,42395,42395,40640,876,33.76,85.24,5.92,10440,10440,8034,1096,9.71,21.75,0.01
128,19001,19,1,36,11753,11753,1848,115,412.88,1586.15,58.53,29573,29573,4625,143,1056.22,5605.45,136.74
128,1002,1,1,64,289029,289029,46374,98,1487.26,81823.40,0.00,1511880,1511880,626459,0,2.77,38.30,0.00
128,19141,19,1,7,8541,8541,2628,219,0.17,0.28,0.03,0,0,0,0,0.00,0.00,0.00
1,19104,19,3,1,6623,2207,5665,102,177.67,174.70,0.55,11364,3788,10642,102,177.70,174.70,1.25
1,21004,21,77,1,208806,2711,13856,0,306.51,23.33,0.00,414328,5380,54588,412,428.47,34.31,0.01
1,21006,21,1,1,16372,16372,16372,16372,1.92,1.92,1.92,15401,15401,15401,15401,0.31,0.31,0.31
1,21007,21,181,1,3063391,16924,299795,102,833.19,19.79,0.03,19278889,106513,3030166,0,2348.90,108.60,0.00
1,19081,19,1,1,843,843,843,843,1.40,1.40,1.40,361,361,361,361,0.60,0.60,0.60
1,20001,20,17095,1,107150254,6267,1458658,0,2835915.87,76937.50,0.00,154987247,9066,2851289,0,402156.79,46640.10,0.00
1,20002,20,2677,1,9025666,3371,541189,0,1794480.54,668665.00,0.00,3272997,1222,193246,0,32830.93,2494.81,0.00
1,7003,7,1,1,102,102,102,102,0.02,0.02,0.02,0,0,0,0,0.00,0.00,0.00
1,8011,8,5,1,399095,79819,378350,2226,36.59,12.79,0.82,8373411,1674682,8253877,5415,137.62,101.38,1.54
1,19001,19,21048,1,52197229,2479,576445,0,15937887.44,786082.00,0.00,126646049,6017,1198524,0,19728524.09,14195.00,0.00
1,19004,19,8,1,15443,1930,7611,318,14.89,4.82,0.14,11402,1425,9018,0,5.28,1.26,0.00
1,19006,19,74,1,480389,6491,40182,0,566.78,184.01,0.00,583273,7882,179553,0,166.65,128.06,0.00
1,19007,19,1,1,3222,3222,3222,3222,3.67,3.67,3.67,2407,2407,2407,2407,2.74,2.74,2.74
1,19008,19,66,1,200876,3043,66889,0,1346.42,838.02,0.00,311624,4721,128609,0,174.61,66.90,0.00
1,19011,19,21,1,21995,1047,6890,0,52.65,34.24,0.00,34670,1650,17318,0,31.00,11.88,0.00
1,19015,19,1,1,648,648,648,648,0.10,0.10,0.10,350,350,350,350,0.05,0.05,0.05
1,19016,19,165,1,775678,4701,373930,118,3333.20,316.05,0.00,429096,2600,219708,0,1374.40,156.59,0.00
1,10027,10,106,1,1302489,12287,290703,0,357.63,28.78,0.00,2269649,21411,692231,0,198.61,27.76,0.00
1,19022,19,1,1,114,114,114,114,0.09,0.09,0.09,342,342,342,342,0.27,0.27,0.27
1,19025,19,1,1,5634,5634,5634,5634,7.08,7.08,7.08,2948,2948,2948,2948,0.79,0.79,0.79
1,18002,18,30,1,115836,3861,65120,0,653.88,463.64,0.00,86104,2870,47634,0,222.95,87.65,0.00
1,19029,19,10,1,4442,444,1264,0,41.17,10.84,0.00,528,52,528,0,1.24,1.24,0.00
1,19034,19,1,1,14779,14779,14779,14779,0.11,0.11,0.11,14612,14612,14612,14612,0.09,0.09,0.09
