,lat,long,roleID
42266-5556,23.15706,113.24715,5
10036-42101,23.22045,113.29285,5
10036-42103,23.22045,113.29285,5
10036-42102,23.22045,113.29285,5
9496-45419,23.114435,113.575645,5
9462-31109,23.07745,113.27526999999999,5
9462-31108,23.07745,113.27526999999999,5
42268-59282,22.91996,113.35455,5
42268-59283,22.91996,113.35455,5
42268-59281,22.91996,113.35455,5
42259-13293,0.0,0.0,0
42259-13292,0.0,0.0,0
9483-34086,23.125999999999998,113.416,5
9483-34084,23.125999999999998,113.416,5
9483-34085,23.125999999999998,113.416,5
9496-45418,23.114259,113.579027,5
42261-13832,23.38096,113.20025,5
42261-13833,23.38096,113.20025,5
42261-13831,23.38096,113.20025,5
9479-30331,23.152720000000002,113.32992,5
9454-47305,23.08905,113.29083999999999,5
9447-11899,23.003610000000002,113.34425900000001,5
9475-25921,23.175320000000003,113.4457,5
42267-40811,23.037879999999998,113.34095,5
9440-51905,23.26811,113.21146999999999,5
9440-51904,23.26811,113.21146999999999,5
9440-51906,23.26811,113.21146999999999,5
10307-34371,23.485119,113.199496,4
10307-34372,23.484181,113.20406000000001,4
10307-34373,23.483026000000002,113.19516200000001,2
9441-38411,23.042107,113.373622,5
9431-36366,22.944853,113.398335,5
42289-16331,23.555020000000003,113.5831,5
42289-16332,23.555020000000003,113.5831,5
42289-16333,23.555020000000003,113.5831,5
42265-2552,23.11266,113.29646000000001,5
42265-2553,23.11266,113.29646000000001,5
42265-2551,23.11266,113.29646000000001,5
9741-61481,23.125265,113.646054,5
9741-61483,23.126827,113.650186,5
9741-61482,23.128323,113.653943,5
9741-61485,0.0,0.0,0
10305-15776,23.25007,113.28031000000001,5
10305-15775,23.25007,113.28031000000001,5
10305-15774,23.25007,113.28031000000001,5
9447-11897,23.011062,113.35193999999998,5
9496-32627,23.114318,113.552978,5
10317-20187,23.15351,113.2581,5
9492-54766,23.10047,113.28575,5
9492-54765,23.10047,113.28575,5
9492-54764,23.10047,113.28575,5
9496-32628,23.112664000000002,113.557046,5
9451-57516,23.14234,113.28115,5
42265-47061,23.127275,113.28619499999999,5
9451-57514,23.14234,113.28115,5
9451-57515,23.14234,113.28115,5
9459-44277,23.14956,113.35763999999999,5
9435-59394,0.0,0.0,0
10323-32154,23.301614999999998,113.82159899999999,5
10323-32155,23.300091000000002,113.82047299999999,5
10323-32156,23.302629,113.817329,5
10323-32151,23.301697,113.82153600000001,5
10323-32152,23.299585,113.82025900000001,5
9459-44278,23.14956,113.35763999999999,5
10004-23024,23.181929999999998,113.33135,5
10004-23025,23.181929999999998,113.33135,5
10004-23026,23.181929999999998,113.33135,5
10004-23021,23.19754,113.33488999999999,5
10004-23022,23.19754,113.33488999999999,5
10004-23023,23.19754,113.33488999999999,5
9451-55911,23.139038,113.283252,5
9451-55912,0.0,0.0,0
10303-32869,23.467861,113.16556899999999,5
42265-14601,23.13259,113.3129,5
42265-14602,23.13259,113.3129,5
42265-14603,23.13259,113.3129,5
9692-36423,22.935141,113.35173300000001,5
9692-36421,22.937058,113.35744199999999,5
10014-43663,23.138802,113.225477,5
10014-43662,23.138958,113.22451000000001,5
42289-10477,23.60556,113.66083,5
42289-10476,23.60556,113.66083,5
9749-14568,23.096208999999998,113.23653600000002,5
10034-39051,23.142329999999998,113.41141,5
10323-28627,23.29139,113.8258,5
10323-28628,23.29139,113.8258,5
42289-10478,23.60556,113.66083,5
42288-22316,0.0,0.0,0
42288-22317,0.0,0.0,0
10044-56378,23.557824,113.567045,5
42267-5301,22.991670000000003,113.39278,5
42267-5302,22.991670000000003,113.39278,5
42267-5303,22.991670000000003,113.39278,5
42288-22318,0.0,0.0,0
10021-56924,23.45508,113.35334499999999,4
10021-56925,23.458026999999998,113.35597299999999,4
10021-56922,23.458409,113.354845,4
10021-56923,23.45852,113.355691,4
10021-56921,0.0,0.0,0
42267-22641,22.947537,113.29052800000001,5
10030-21877,23.11861,113.2433,5
42259-17222,0.0,0.0,0
42259-17223,0.0,0.0,0
42259-17221,0.0,0.0,0
42266-12472,23.10536,113.24136999999999,5
42266-12471,23.10536,113.24136999999999,5
10040-15245,23.20995,113.41451,5
10040-15244,23.20995,113.41451,5
10040-15247,23.23094,113.51338,5
10040-15246,23.20995,113.41451,5
10040-15241,23.224829999999997,113.45833999999999,1
42266-7842,23.1022,113.2161,5
42266-7843,23.1022,113.2161,5
42266-7841,23.1022,113.2161,5
10015-51033,23.09711,113.53542,5
9449-29331,23.42458,113.311,5
9449-29332,23.42458,113.311,5
9449-29333,23.42458,113.311,5
10016-51305,23.079723,113.37471299999999,5
10016-51306,23.093772,113.40235600000001,5
42266-57171,23.152385,113.24561100000001,5
42266-57172,23.152385,113.24561100000001,5
10043-44108,23.139082000000002,113.30655800000001,5
10016-51308,23.09638,113.39251999999999,5
42260-38832,23.1966,113.32406999999999,5
9489-27284,23.12751,113.2511,5
9489-27285,23.12751,113.2511,5
9489-27281,23.13,113.247528,5
9449-15631,23.35149,113.29236999999999,5
42265-13491,23.13107,113.37483999999999,5
42265-13492,23.13107,113.37483999999999,5
42259-37261,23.145872,113.340516,5
42265-45331,23.124151,113.351933,5
9508-56564,23.124334,113.272218,5
9475-48797,0.0,0.0,0
42288-23048,23.474729999999997,113.73938999999999,3
10036-41824,23.24067,113.29441000000001,5
42288-23047,23.474729999999997,113.73938999999999,3
42288-23046,23.474729999999997,113.73938999999999,3
9475-48798,23.177176,113.45777199999999,5
9434-51367,0.0,0.0,0
10307-49417,23.479391,113.176994,5
10007-35991,23.459675,113.171127,5
9999-53023,23.16987,113.31138,5
9999-53022,23.16987,113.31138,5
9999-53021,23.16987,113.31138,5
9999-53027,23.168470000000003,113.32021,5
9999-53024,23.17311,113.32023999999998,5
42259-51721,23.16498,113.407532,5
42259-2966,23.22574,113.56481000000001,2
42259-59552,23.19801,113.35983,5
42259-59553,23.19801,113.35983,5
42259-59551,23.19801,113.35983,5
42267-9041,23.073420000000002,113.40868999999999,5
42260-54371,23.17889,113.316146,5
9508-27828,23.1313,113.26913,5
9508-27829,23.1313,113.26913,5
10314-59009,0.0,0.0,0
10314-59008,0.0,0.0,0
9508-27822,23.129170000000002,113.2786,5
9508-27821,23.129170000000002,113.2786,5
10313-51621,23.11358,113.24278999999999,5
9489-59764,23.12846,113.25198,5
9489-59765,23.12846,113.25198,5
9489-59766,23.12846,113.25198,5
9489-59761,23.129610999999997,113.25282,5
9489-59762,23.127665,113.251575,5
9489-59763,23.128944,113.251218,5
42266-10512,23.17326,113.25456000000001,5
42266-10511,23.17326,113.25456000000001,5
42260-2511,23.204641,113.24322099999999,5
9442-11824,0.0,0.0,0
42261-11752,23.3896,113.25882,5
42260-2512,23.204641,113.24322099999999,5
9495-56132,23.136960000000002,113.31386,5
9449-28884,23.38948,113.29761,5
9450-11391,23.146646,113.264169,5
10023-23017,23.147204000000002,113.62835,5
9434-32631,22.953870000000002,113.368473,5
42263-24692,22.80007,113.49304,5
42263-24693,22.80007,113.49304,5
42263-24691,22.80007,113.49304,5
10036-57011,23.233786,113.288924,5
42259-17663,0.0,0.0,0
10299-17717,23.11338,113.36214,5
10299-17718,23.11338,113.36214,5
9743-59974,23.280124,113.82073000000001,5
42268-20453,22.924220000000002,113.42643999999999,5
9444-35627,23.06421,113.28371000000001,5
42268-20451,22.924220000000002,113.42643999999999,5
9434-32633,22.953424,113.370023,5
9444-35628,23.06421,113.28371000000001,5
9444-35629,23.06421,113.28371000000001,5
9475-58177,23.14473,113.43086000000001,5
42259-51401,0.0,0.0,0
42259-50181,23.177789,113.34321299999999,5
10332-32824,22.876051999999998,113.475303,5
42266-35303,23.112376,113.276075,5
42266-35302,23.112376,113.276075,5
42266-35301,23.112376,113.276075,5
42259-51411,0.0,0.0,0
9481-52751,23.09841,113.25066000000001,5
42266-20526,23.10006,113.26883000000001,5
9481-52757,23.103939999999998,113.25798999999999,5
42259-54601,0.0,0.0,0
9447-56173,23.010333,113.333785,5
9447-56171,23.019773999999998,113.33675600000001,5
9422-25304,23.1969,113.35025,5
9422-25305,23.1969,113.35025,5
9422-25306,23.1969,113.35025,5
10303-34921,23.459335,113.14768500000001,5
10303-34923,23.464475,113.143096,5
10303-34922,23.454736999999998,113.14716200000001,5
42288-23286,0.0,0.0,0
10312-25387,23.123063000000002,113.23337099999999,5
10038-22884,23.15179,113.48255,5
42266-50311,23.149151999999997,113.240726,5
42266-50312,23.149151999999997,113.240726,5
9444-28157,23.069131,113.287888,5
10004-44334,23.18779,113.32026,5
10004-44333,23.18779,113.32026,5
10004-44332,23.18779,113.32026,5
10004-44331,23.18779,113.32026,5
10326-23556,22.96976,113.29396799999999,5
10326-23555,22.970564000000003,113.297322,5
9730-50891,0.0,0.0,0
42261-27743,23.419854,113.199018,5
9447-25769,22.997861999999998,113.33750400000001,5
9447-25768,22.995645,113.340966,5
9447-25761,23.003610000000002,113.35083,5
10309-50215,22.7343,113.495084,5
9447-25762,23.006165,113.348378,5
9447-25767,22.999931,113.341545,5
9496-13136,23.118559,113.598426,5
9496-13134,23.11957,113.60321599999999,5
42261-27742,23.419854,113.199018,5
9423-23497,23.12797,113.30923,5
9475-53281,23.143444,113.432101,5
9475-53282,23.150825,113.435061,5
9475-53283,23.144876,113.43333700000001,5
10004-44484,0.0,0.0,0
10309-50214,22.739527,113.50269499999999,5
10328-23487,23.13319,113.29879,5
9472-19415,23.13249,113.34053,5
9472-19416,23.13249,113.34053,5
9675-20254,22.955606,113.338228,5
42265-11171,23.10277,113.35327,5
9472-19411,23.13249,113.34053,5
9472-19412,23.13249,113.34053,5
42265-11172,23.10277,113.35327,5
9460-13797,23.070938,113.18303600000002,5
10307-23345,23.544273999999998,113.288408,5
10307-23344,23.548358,113.29858999999999,5
10307-23346,23.546834,113.294122,5
42259-53371,0.0,0.0,0
42259-53372,0.0,0.0,0
42259-53373,0.0,0.0,0
9472-22227,23.13054,113.33774,5
10306-1141,23.017878,113.291032,5
9472-22229,23.13054,113.33774,5
10306-1142,23.011729000000003,113.290977,5
10306-1145,23.014239,113.29048300000001,5
10306-1144,23.017941,113.28870800000001,5
42266-46761,23.111828,113.249928,5
9510-26776,23.25594,113.30471000000001,5
9510-26777,23.25594,113.30471000000001,5
9510-26774,23.25594,113.30471000000001,5
9510-26775,23.25594,113.30471000000001,5
10014-16971,23.14275,113.24978999999999,5
10014-16972,23.14275,113.24978999999999,5
9692-37751,22.922989,113.354678,5
9425-13891,23.165029999999998,113.40783,5
9432-17184,22.915768,113.386177,5
10017-10588,23.12471,113.30096999999999,5
10017-10587,23.12471,113.30096999999999,5
9736-42355,23.038382000000002,113.307079,5
42268-19642,0.0,0.0,0
42268-19643,0.0,0.0,0
9445-51309,23.036720000000003,113.33445,5
9448-59332,23.295279999999998,113.27758,5
9448-59333,23.295279999999998,113.27758,5
9448-59331,23.295279999999998,113.27758,5
10327-56889,23.156848999999998,113.30486200000001,5
10007-23594,23.451473,113.175334,5
9675-14617,22.947286,113.33618600000001,5
10307-24847,23.499229,113.285227,3
9436-48771,23.114910000000002,113.252253,5
10038-45151,23.144079,113.52871299999998,5
10038-45152,23.143248999999997,113.52963100000001,5
9496-65406,23.100918,113.561613,5
9496-65407,23.104132999999997,113.562514,5
9496-65404,23.100127,113.582047,5
9496-65405,23.108204,113.597582,5
9496-65402,23.106335,113.556178,5
9496-65403,23.091335,113.57201599999999,5
9496-65400,23.109016,113.574699,5
9496-65401,23.101798000000002,113.566166,5
9496-65408,23.112072,113.58321299999999,5
9496-65409,23.094506,113.58836000000001,5
9441-39124,23.042259,113.38098000000001,5
9475-50165,23.1736,113.44200000000001,5
9475-50166,23.1736,113.44200000000001,5
9475-50168,23.168860000000002,113.44986999999999,5
9475-50169,23.168860000000002,113.44986999999999,5
9493-25677,23.1235,113.38973,5
42260-52531,23.24846,113.30441,5
42260-52533,23.24846,113.30441,5
42260-52532,23.24846,113.30441,5
42260-52534,23.24846,113.30441,5
10310-25525,23.41251,113.15726799999999,5
10310-25524,23.416793,113.153072,5
42266-63811,23.15545,113.21996999999999,5
9495-46677,23.13614,113.31411999999999,5
42266-63813,23.15545,113.21996999999999,5
9472-31981,23.13081,113.32295,5
9435-59347,23.193158,113.55723700000001,5
9435-59346,23.193483999999998,113.558733,5
42265-36884,23.128235,113.27758700000001,5
9435-59344,23.193892,113.560525,5
42265-36882,23.128235,113.27758700000001,5
42265-36883,23.128235,113.27758700000001,5
42265-36881,23.128235,113.27758700000001,5
10029-30888,23.109170000000002,113.33272,5
9741-50871,23.116392,113.61111100000001,5
9741-50872,23.113548,113.608551,5
10029-30887,23.109170000000002,113.33272,5
42259-13172,23.18347,113.44481999999999,5
42259-13173,23.18347,113.44481999999999,5
42259-13171,23.18347,113.44481999999999,5
42259-19152,23.205029999999997,113.36903000000001,5
9437-30939,23.13436,113.25402,5
42259-19151,23.205029999999997,113.36903000000001,5
9500-28087,23.098762,113.279552,5
9437-30938,23.13436,113.25402,5
9472-47454,23.13186,113.32333,5
9457-36982,23.34948,113.40433999999999,5
10029-46409,23.117472,113.330947,5
9509-12304,23.11091,113.40431000000001,5
9457-36981,23.34948,113.40433999999999,5
10029-46404,23.115709,113.33088400000001,5
10029-46407,23.11763,113.330998,5
10029-46401,23.116897,113.332494,5
42269-39261,23.064381,113.53033700000002,5
10029-46403,23.116068,113.33256599999999,5
9423-50453,23.11918,113.30435,5
9423-50452,23.11918,113.30435,5
9423-50455,23.11815,113.30831,5
9423-50456,23.11815,113.30831,5
9749-14566,23.097365,113.236676,5
9749-14567,23.094997,113.237784,5
42261-60881,0.0,0.0,0
9484-40474,23.12054,113.27557,5
9692-31724,22.929713,113.364723,5
9458-54446,23.080804,113.221548,5
42259-51441,0.0,0.0,0
9461-31665,0.0,0.0,0
42266-35071,23.11871,113.24845,5
42288-52381,23.28813,113.80435,5
10041-21004,23.18541,113.24778,5
42266-35073,23.11871,113.24845,5
9435-18695,23.276996,113.575546,5
42288-37411,23.264833,113.612082,4
9692-37764,22.939904000000002,113.349102,5
9432-36407,22.93555,113.3819,5
42266-31291,23.126618,113.241638,5
42266-31292,23.126618,113.241638,5
9455-48618,22.954152,113.42228200000001,5
10316-27451,23.12556,113.26417,5
9455-48615,22.955729,113.42335600000001,5
9455-48614,22.960097,113.42683500000001,5
9455-48617,22.952986,113.425972,5
9455-48616,22.963318,113.42325600000001,5
9455-48611,22.961996,113.42241100000001,5
10033-13737,23.160985999999998,113.428771,5
10316-27459,23.12875,113.26328999999998,5
9455-48612,22.959375,113.42792800000001,5
42266-30741,23.120772,113.26546599999999,5
42266-30742,23.120772,113.26546599999999,5
42266-30743,23.120772,113.26546599999999,5
10042-23116,23.133637,113.377177,5
10312-45827,23.134451000000002,113.244098,5
42259-18201,0.0,0.0,0
42259-18203,0.0,0.0,0
42259-18202,0.0,0.0,0
10038-46541,23.140185,113.53058999999999,5
10332-56877,22.863632,113.453477,5
10332-56879,22.864470999999998,113.452451,5
10332-56878,22.861731,113.43993,5
42265-65431,23.144057999999998,113.272966,5
10324-46785,23.534589999999998,113.59443999999999,5
10324-46784,23.534589999999998,113.59443999999999,5
9484-35017,23.111,113.2577,5
10324-46786,23.534589999999998,113.59443999999999,5
9464-58587,23.306326000000002,113.576053,5
9747-21504,23.19877,113.32167,5
42259-871,23.1298,113.40100000000001,5
42259-873,23.1298,113.40100000000001,5
42259-872,23.1298,113.40100000000001,5
9466-15071,23.17667,113.34138999999999,5
9466-15073,23.17667,113.34138999999999,5
9466-15072,23.17667,113.34138999999999,5
9466-15075,23.17667,113.34138999999999,5
9466-15074,23.17667,113.34138999999999,5
9466-15077,23.1775,113.3397,5
9466-15076,23.17667,113.34138999999999,5
9466-15078,23.1775,113.3397,5
9741-50899,23.126924,113.651164,5
10309-38251,22.793758,113.39396299999999,5
10309-38253,22.796745,113.389096,5
10309-38252,22.791681,113.39107800000001,5
42259-42961,0.0,0.0,0
10038-37417,23.155944,113.537655,5
10333-39132,23.426429000000002,113.21338899999999,5
10013-25152,23.20905,113.2201,5
10013-25153,23.20905,113.2201,5
9437-27254,23.1357,113.25216,5
10013-25151,23.20905,113.2201,5
9437-27252,23.13557,113.25101000000001,5
9451-27617,23.13622,113.28475,5
9451-27614,23.13927,113.27958999999998,5
9437-27251,23.13557,113.25101000000001,5
42259-30971,0.0,0.0,0
10333-39133,23.437686,113.212349,5
10302-55757,23.084286,113.519792,5
10034-15212,23.14237,113.40638999999999,5
9740-58831,22.958765,113.340621,5
10034-15216,23.14237,113.40638999999999,5
10034-15215,23.14237,113.40638999999999,5
9482-10947,23.098489999999998,113.26563999999999,5
9482-10948,23.098489999999998,113.26563999999999,5
9482-10949,23.098489999999998,113.26563999999999,5
10027-17367,0.0,0.0,0
42260-49151,23.185824,113.328575,5
9475-56136,0.0,0.0,0
10015-28294,23.122853,113.509325,5
10015-28295,23.12145,113.506775,5
10015-28296,23.12115,113.50561200000001,5
10302-55754,23.086685,113.519975,5
9439-59524,23.168345000000002,113.25017199999999,5
10021-58544,23.499271,113.364999,0
42261-56461,23.464103,113.41490300000001,5
10323-12996,23.297429,113.825667,5
10323-12994,23.298714,113.828296,5
10323-12995,23.296544,113.828351,5
9488-31084,23.13926,113.31031999999999,5
42266-6762,23.12952,113.25223999999999,5
9475-58477,23.148508,113.44906100000001,5
10018-24214,23.383851999999997,113.207549,5
10018-24211,23.377897,113.206772,5
42265-38931,23.135998,113.31508999999998,5
42265-38932,23.135998,113.31508999999998,5
42265-31872,23.153311,113.303177,5
42265-31871,23.153311,113.303177,5
10017-14585,23.12432,113.29463999999999,5
10017-14584,23.12432,113.29463999999999,5
10017-14587,23.12432,113.29463999999999,5
10017-14586,23.12432,113.29463999999999,5
10017-14589,23.12432,113.29463999999999,5
10017-14588,23.12432,113.29463999999999,5
10029-33938,23.12356,113.32496,5
10026-20514,23.21797,113.3229,5
10043-45691,0.0,0.0,0
10043-45693,23.141413,113.30963700000001,5
10304-54414,23.251613,113.22566299999998,5
10029-33937,23.12356,113.32496,5
42265-22118,23.13918,113.28420700000001,5
42265-22117,23.13918,113.28420700000001,5
42265-22116,23.13918,113.28420700000001,5
9479-52449,23.150425,113.36924199999999,5
10304-54415,23.242189,113.22563799999999,5
10332-17533,22.889008,113.390049,5
9464-45462,0.0,0.0,0
9496-40865,23.103220999999998,113.54808899999999,5
9496-40864,23.110857,113.55100700000001,5
9496-40866,23.107505,113.545805,5
10307-57845,23.489489000000003,113.2857,3
10299-28464,23.12183,113.37515,5
42266-43111,23.133912,113.24312900000001,5
10316-31797,23.13222,113.26138999999999,5
10316-31798,23.13222,113.26138999999999,5
9998-9156,0.0,0.0,0
9482-30391,23.10292,113.2623,5
9998-9155,0.0,0.0,0
10044-57481,23.55975,113.56868,5
42265-47601,23.130049,113.34106299999999,5
42259-18582,0.0,0.0,0
42259-18583,0.0,0.0,0
42259-18581,0.0,0.0,0
10310-32904,23.366533999999998,113.18415800000001,5
42260-26073,23.26626,113.30501000000001,5
42260-26072,23.26626,113.30501000000001,5
42260-26071,23.26626,113.30501000000001,5
10013-41837,23.228070000000002,113.18666,5
9464-27115,23.356364000000003,113.63886299999999,3
10303-13281,23.462309,113.14883700000001,5
9464-27116,23.350859,113.62866799999999,3
42275-25373,23.31916,113.0486,4
42275-25372,23.31916,113.0486,4
42275-25371,23.31916,113.0486,4
10327-18732,23.15837,113.30095,5
9474-18117,23.14169,113.33843,5
42259-50472,0.0,0.0,0
42259-42951,0.0,0.0,0
42265-30053,23.10615,113.35276999999999,5
42265-30052,23.10615,113.35276999999999,5
42265-30051,23.10615,113.35276999999999,5
10332-12144,22.902864,113.47339199999999,4
10015-22241,23.1053,113.4783,5
9474-48511,23.1434,113.33672,5
10320-16467,23.2254,113.2591,5
10320-16468,23.2254,113.2591,5
10329-29161,23.14738,113.27441999999999,5
10034-58541,23.144135000000002,113.370473,5
9746-61947,23.15308,113.19611,5
9746-61946,23.165329999999997,113.21699,5
9746-61945,23.175320000000003,113.22046999999999,5
9746-61944,23.175320000000003,113.22046999999999,5
9484-45377,23.112969,113.276472,5
9749-20924,23.09585,113.23005,5
9746-61941,23.175320000000003,113.22046999999999,5
9484-57815,23.110186,113.26426200000002,5
9746-61949,23.15308,113.19611,5
42261-63141,23.43945,113.31963,5
9437-27267,23.13588,113.24813,5
42261-63143,23.43945,113.31963,5
42261-63142,23.43945,113.31963,5
42288-17901,23.283007,113.818933,5
10307-35003,23.471689,113.216516,5
42288-17903,23.283007,113.818933,5
42288-17902,23.283007,113.818933,5
9435-18696,23.282604,113.57711200000001,5
9435-18694,23.28107,113.58091100000001,5
10307-35002,23.469074,113.22034099999999,5
10004-43404,23.191092,113.323586,5
9451-27621,23.13809,113.28074,5
10004-43406,23.1898,113.32383600000001,5
9483-46706,23.122863,113.40664299999999,5
9449-29917,23.377779999999998,113.29288999999999,5
9486-35291,23.19574,113.26733,5
10307-33417,23.496288,113.265588,4
10307-33418,23.473223,113.263377,4
10307-33419,23.495134,113.26471599999999,4
9743-18971,23.277828,113.867778,5
42261-48071,23.401082000000002,113.199487,5
10321-56239,23.344171,113.278749,5
42259-8611,23.14376,113.33858000000001,5
42259-8612,23.14376,113.33858000000001,5
42259-8613,23.14376,113.33858000000001,5
9434-20268,22.949639,113.358456,5
42265-45511,0.0,0.0,0
9434-20267,22.952969,113.35620300000001,5
10302-50696,23.09458,113.52566999999999,5
42260-40481,0.0,0.0,0
9692-12241,22.943770999999998,113.365629,5
9745-46536,23.390664,113.24049,5
9745-46534,23.393431,113.24171499999999,5
9745-46535,23.387798,113.24123,5
9445-50411,23.016049,113.336997,5
9496-38591,23.121284,113.60965,5
9464-9083,0.0,0.0,0
10044-25163,23.582710000000002,113.51333000000001,4
10044-25162,23.582710000000002,113.51333000000001,4
10044-25161,23.582710000000002,113.51333000000001,4
9454-37854,23.096020000000003,113.29286,5
10316-59376,23.132091,113.257478,5
42266-46561,23.125465,113.265126,5
42266-46562,23.125465,113.265126,5
10325-47971,23.16658,113.37425,5
10006-21337,23.400577,113.213606,5
10316-51618,23.1225,113.26151999999999,5
9487-46495,0.0,0.0,0
9472-15089,23.135289999999998,113.33533,5
9472-15088,23.135289999999998,113.33533,5
9487-46491,23.14992,113.223685,5
9472-15083,23.13306,113.33501000000001,5
9472-15082,23.13306,113.33501000000001,5
9472-15081,23.13306,113.33501000000001,5
9472-15087,23.135289999999998,113.33533,5
9472-15086,23.13306,113.33501000000001,5
9472-15085,23.13306,113.33501000000001,5
9472-15084,23.13306,113.33501000000001,5
10307-65400,23.520258,113.221453,5
10307-65401,23.506164000000002,113.21064299999999,2
10307-65402,23.526608,113.219959,5
10307-65403,23.591526,113.25521200000001,0
10307-65404,23.572020000000002,113.27602399999999,5
10307-65405,23.591043,113.257725,0
10307-65406,23.588529,113.2366,0
10307-65407,23.574979000000003,113.206296,0
10307-65408,23.57761,113.20633600000001,0
10313-38501,23.110625,113.247777,5
10313-38502,23.110625,113.247777,5
10023-13251,23.123589000000003,113.57853200000001,5
10031-39357,22.773507000000002,113.584493,5
9736-18052,23.025694,113.326154,5
42260-24562,0.0,0.0,0
10007-39103,23.442131,113.178071,5
10010-52014,23.088878,113.34133999999999,5
10010-52015,23.088878,113.34133999999999,5
10040-55794,23.245923,113.41763200000001,1
10027-20318,0.0,0.0,0
10027-20319,23.14433,113.60655700000001,5
10027-20317,23.143532,113.611621,5
10027-20312,23.18364,113.56136299999999,5
10027-20313,23.1882,113.56178100000001,5
9739-30255,22.930585999999998,113.333081,5
10027-20311,23.186894,113.56508000000001,5
9426-38254,23.127,113.34908,5
9426-38255,23.127,113.34908,5
10029-43367,23.121143,113.319369,5
9441-59372,23.022393,113.34296,5
9441-59371,23.023834,113.342827,5
10308-24354,23.28715,113.815448,5
10308-24355,23.28715,113.81417900000001,5
10308-24356,0.0,0.0,0
10308-18461,23.314288,113.691441,3
10325-16808,23.1827,113.36266,5
10325-16809,23.1827,113.36266,5
10325-16806,23.17364,113.382,5
10325-16807,23.1827,113.36266,5
10325-16805,23.17364,113.382,5
9479-14995,23.1514,113.3612,5
9479-14994,23.1514,113.3612,5
9479-14997,23.1514,113.3612,5
9479-14996,23.1514,113.3612,5
9459-17174,23.14718,113.35836,5
42259-17582,0.0,0.0,0
42259-17581,0.0,0.0,0
10321-53178,23.343711,113.21681699999999,5
42260-21132,23.22511,113.31437,5
42260-21131,23.22511,113.31437,5
42268-25201,22.86451,113.42294,5
42259-26843,23.13328,113.40238000000001,5
42268-25203,22.86451,113.42294,5
42268-25202,22.86451,113.42294,5
10321-59329,23.356075,113.21144299999999,5
9675-17281,22.949304,113.309198,5
42267-5111,22.96193,113.33418999999999,5
42267-5113,22.96193,113.33418999999999,5
42267-5112,22.96193,113.33418999999999,5
9734-10645,23.15792,113.2292,5
10008-65426,23.224741,113.880219,5
10008-65427,23.226297,113.874385,5
10032-57044,22.690005,113.552595,5
9472-19894,23.13074,113.33214,5
10008-65423,23.185435000000002,113.854413,5
10008-65420,23.179078,113.868273,5
10008-65421,23.17096,113.86397099999999,5
10008-65428,23.214079,113.85484699999999,5
10008-65429,23.205431,113.850752,5
42275-15558,23.30995,113.13578000000001,0
9470-12711,23.14528,113.32162,5
42259-17051,0.0,0.0,0
42275-15556,23.30995,113.13578000000001,0
42275-15557,23.30995,113.13578000000001,0
42266-43041,23.114404,113.23157900000001,5
42267-4441,23.046889999999998,113.29866000000001,5
42267-4442,23.046889999999998,113.29866000000001,5
42267-4443,23.046889999999998,113.29866000000001,5
9437-38752,23.14118,113.25291000000001,5
10328-41971,23.13042,113.29895,5
42266-2292,23.055244000000002,113.21669299999999,5
42266-2293,23.055244000000002,113.21669299999999,5
10310-24107,23.404181,113.157647,5
10310-24104,23.38126,113.18587,5
42267-52461,22.9251,113.28137,4
42267-52462,22.9251,113.28137,4
42267-52463,22.9251,113.28137,4
42267-52464,22.9251,113.28137,4
42261-42782,23.40595,113.16407,5
42259-6662,0.0,0.0,0
42259-6661,0.0,0.0,0
9734-53069,23.14803,113.24101999999999,5
42267-4993,0.0,0.0,0
42289-9638,23.625379000000002,113.758918,0
10010-26234,23.090970000000002,113.31992,5
9728-20011,0.0,0.0,0
9462-30812,23.072013000000002,113.264145,5
9462-30813,23.072013000000002,113.264145,5
42289-9496,23.58597,113.41597,0
42289-9497,23.58597,113.41597,0
9439-44781,23.176562,113.262156,5
10004-30424,23.18446,113.31601,5
42289-10278,23.549879999999998,113.53846000000001,0
42289-10277,23.549879999999998,113.53846000000001,0
42289-10276,23.549879999999998,113.53846000000001,0
42267-10081,23.04478,113.40166,5
42267-10082,23.04478,113.40166,5
42267-10083,23.04478,113.40166,5
10003-30694,23.227079999999997,113.24683999999999,5
10003-30695,23.227079999999997,113.24683999999999,5
10003-30696,23.227079999999997,113.24683999999999,5
9423-30714,23.128629999999998,113.31158,5
9439-44785,23.17811,113.26201,5
9423-30711,23.10398,113.30769,5
10329-41744,23.14848,113.27103999999999,5
42265-44901,23.119119,113.312851,5
10306-1071,23.018484,113.29668899999999,5
9488-23299,23.13191,113.30508,5
10320-43783,23.22028,113.26063,5
10310-34694,23.373310999999998,113.18633200000001,5
10320-43781,23.22028,113.26063,5
9731-48297,23.20806,113.28390700000001,5
9466-50266,23.17868,113.33923999999999,5
9466-50265,23.17868,113.33923999999999,5
9466-50264,23.17868,113.33923999999999,5
42267-2222,23.05764,113.3555,5
42267-2223,23.05764,113.3555,5
42267-2221,23.05764,113.3555,5
42267-2226,23.01298,113.35388999999999,5
42267-2227,23.01298,113.35388999999999,5
42260-7527,23.258760000000002,113.23181000000001,5
42260-7526,23.258760000000002,113.23181000000001,5
9423-28691,23.12099,113.31426,5
42260-7528,23.258760000000002,113.23181000000001,5
10032-35819,22.694738,113.65756999999999,1
10032-35818,22.689268,113.654849,4
