,lat,long,roleID
9439-44714,23.174244,113.26162,5
42265-49771,23.127366000000002,113.338742,5
9466-12761,23.174529999999997,113.32977,5
10327-18745,23.15495,113.31138999999999,5
10327-18744,23.1546,113.31255,5
10327-18747,23.156370000000003,113.30278,5
10327-18741,23.15494,113.31138999999999,5
10327-18743,23.15494,113.31138999999999,5
10327-18742,23.15494,113.31138999999999,5
9483-20864,23.116154,113.422269,5
10327-18749,23.156370000000003,113.30278,5
10327-18748,23.156370000000003,113.30278,5
42259-50246,23.178060000000002,113.47917,5
9472-52177,23.12748,113.31931000000002,5
9472-52174,23.128957999999997,113.31928400000001,5
10309-47787,22.786852,113.51079299999999,5
9422-20008,23.18522,113.35033999999999,5
10024-50413,23.484875,113.773362,5
10024-50412,23.490659,113.777119,5
10043-32684,23.140279999999997,113.30583,5
9731-12647,23.190179999999998,113.27505,5
9731-12648,23.190179999999998,113.27505,5
9731-12649,23.190179999999998,113.27505,5
10299-32851,23.12508,113.35484,5
42259-54241,0.0,0.0,0
9447-39567,22.996710999999998,113.367855,5
42259-54243,0.0,0.0,0
42259-54242,0.0,0.0,0
9455-13746,22.948364,113.432448,5
9455-13745,0.0,0.0,0
9455-13744,22.949329000000002,113.436706,5
9487-58824,23.150063,113.237144,5
9447-39568,22.992148,113.362626,5
10024-2633,23.443726,113.763309,4
42266-43221,23.07478,113.22861200000001,5
10032-14654,22.642827,113.67231000000001,5
10032-14655,22.646829,113.667952,5
9434-36288,22.948514000000003,113.35540900000001,5
42265-48421,23.128763,113.29553700000001,5
42265-48423,23.128763,113.29553700000001,5
42265-48422,23.128763,113.29553700000001,5
42259-13511,23.15139,113.36119,5
42259-13512,23.15139,113.36119,5
9508-51635,23.12554,113.26653,5
42266-36931,23.128474,113.252196,5
10310-24109,23.396359,113.158111,5
42266-36932,23.128474,113.252196,5
9731-39401,23.21569,113.28601,5
9664-65408,22.848997,113.53473799999999,4
9475-33924,23.17926,113.47085,5
9664-65403,0.0,0.0,0
9664-65402,22.896093,113.5554,0
9664-65401,22.919948,113.53491399999999,5
9664-65400,22.849938,113.55549599999999,1
9664-65407,22.852786,113.55383400000001,1
9664-65406,22.86594,113.54733999999999,1
9664-65405,22.883872,113.541426,3
9664-65404,22.894732,113.529389,3
9482-53774,23.096212,113.26707900000001,5
42266-9801,23.072010000000002,113.26409,5
42266-9802,23.072010000000002,113.26409,5
42266-9803,23.072010000000002,113.26409,5
9469-20582,23.0962,113.3107,5
9469-20583,23.0962,113.3107,5
9469-20581,23.0962,113.3107,5
10326-54974,23.013184,113.29693400000001,5
10038-22785,23.169313,113.497017,5
10038-22784,23.170548999999998,113.497323,5
42267-41051,22.973779999999998,113.30367,5
10039-23961,23.494329999999998,113.48891,3
9464-47922,23.356579,113.64378300000001,3
10039-23964,23.525270000000003,113.51584,3
10039-23967,23.47559,113.61296000000002,3
10312-32197,23.124660000000002,113.24253999999999,5
10039-23968,23.47559,113.61296000000002,3
42260-6122,0.0,0.0,0
42260-6123,0.0,0.0,0
9459-18128,23.14457,113.33593,5
9459-18127,23.14457,113.33593,5
42259-44021,23.140918,113.330476,5
9464-47923,23.369108999999998,113.633296,3
9448-16294,23.27821,113.29841,5
9448-16295,23.27821,113.29841,5
9448-16296,23.27821,113.29841,5
9448-16291,23.27821,113.29841,5
9448-16292,23.27821,113.29841,5
9448-16293,23.27821,113.29841,5
42266-45101,23.098739000000002,113.278834,5
9448-16298,23.27821,113.29842,5
42259-51391,0.0,0.0,0
42259-51392,0.0,0.0,0
10038-13143,23.136704,113.56518100000001,5
42266-40001,23.156013,113.25606699999999,5
42263-28322,22.95502,113.47536000000001,5
42263-28323,22.95502,113.47536000000001,5
42263-28321,22.95502,113.47536000000001,5
42261-14417,23.49521,113.23286999999999,5
42263-1766,22.75273,113.56132,5
42266-10723,23.114639999999998,113.24516000000001,5
9426-15109,23.12933,113.34501999999999,5
9426-15108,23.12933,113.34501999999999,5
9426-15105,23.12933,113.34501999999999,5
9426-15104,23.12933,113.34501999999999,5
9426-15107,23.12933,113.34501999999999,5
9426-15106,23.12933,113.34501999999999,5
10040-47491,23.241985999999997,113.411507,0
9749-42614,23.09396,113.23731000000001,5
42266-13503,23.12356,113.26369,5
42265-7902,23.08928,113.32976000000001,5
42265-7903,23.08928,113.32976000000001,5
42265-7901,23.08928,113.32976000000001,5
9434-36287,22.953661999999998,113.353747,5
9429-22082,22.916564,113.36918899999999,5
9450-25909,23.14612,113.26778,5
9450-25908,23.14612,113.26778,5
9506-2361,23.77445,113.82028000000001,0
10307-28697,23.470756,113.18968000000001,4
9450-25907,23.14612,113.26778,5
42259-3696,23.133129999999998,113.37241000000002,5
9477-23704,23.27271,113.21786999999999,5
9477-23705,23.27271,113.21786999999999,5
9477-23706,23.27271,113.21786999999999,5
42265-62422,23.149670999999998,113.290493,5
9430-59202,23.266819,113.27365800000001,5
10021-20273,23.466241,113.35028600000001,5
10317-11394,23.155378,113.253927,5
10021-20272,23.461095,113.353404,2
9464-12547,0.0,0.0,0
9431-25718,0.0,0.0,0
10300-59147,23.046227,113.284122,5
42260-26852,0.0,0.0,0
10038-51749,23.152524,113.503684,5
42266-34791,23.135683,113.25741699999999,5
9495-32492,23.139960000000002,113.31471,5
9495-32493,23.139960000000002,113.31471,5
9495-32491,23.139960000000002,113.31471,5
10021-33254,23.453165,113.43338500000002,5
10306-1088,23.023101999999998,113.30998600000001,5
10306-1089,23.025329,113.30937,5
10024-17808,0.0,0.0,0
10306-1087,23.024742,113.31029299999999,5
10306-1081,23.025114000000002,113.312022,5
10306-1082,0.0,0.0,0
10306-1083,23.026168,113.30918100000001,5
9429-45381,22.916739,113.35671599999999,5
42266-34421,23.129151999999998,113.26051399999999,5
9441-40444,23.047439,113.350586,5
9437-42331,23.138681,113.25593799999999,5
42265-37531,23.1305,113.3671,5
10021-35853,23.488967000000002,113.312844,3
10021-35852,23.48444,113.32048700000001,3
10021-35855,23.434798999999998,113.34954599999999,5
10021-35854,23.451019,113.355255,4
10021-35856,23.445005,113.342677,5
9434-51673,22.956772,113.394084,5
9434-57644,22.962856,113.36741599999999,5
9998-16533,23.11845,113.23698,5
9998-16532,23.11845,113.23698,5
9998-16531,23.11845,113.23698,5
42260-49271,23.188271,113.328702,5
9425-41121,23.19942,113.38273000000001,5
10326-27355,22.996783999999998,113.32224,5
9425-41123,23.19942,113.38273000000001,5
9425-41122,23.19942,113.38273000000001,5
10326-27356,23.000357,113.319116,5
10040-11512,23.176811999999998,113.495522,5
10321-48017,23.345276000000002,113.28868500000002,5
42259-44801,23.139623999999998,113.33096299999998,5
9479-30077,23.154139999999998,113.32073000000001,5
10022-19444,22.988338,113.48813500000001,5
10299-33797,23.11448,113.36048000000001,5
10324-59103,23.555529999999997,113.58937,5
10324-59102,23.555529999999997,113.58937,5
10324-59101,23.555529999999997,113.58937,5
10306-1137,23.015731,113.27610200000001,5
10299-33799,23.11448,113.36048000000001,5
10299-33798,23.11448,113.36048000000001,5
9481-41682,23.09471,113.25674,5
9481-41683,23.09471,113.25674,5
9481-41681,23.09471,113.25674,5
10314-19214,23.06312,113.31608999999999,5
10026-16077,23.23337,113.33403,5
9454-51237,23.088746,113.29258200000001,5
9454-51238,0.0,0.0,0
10026-16079,23.23337,113.33403,5
10026-16078,23.23337,113.33403,5
10302-16172,23.082206,113.51033100000001,5
42259-35432,23.136769,113.359121,5
42259-35431,23.136769,113.359121,5
9464-35573,23.354824,113.635819,3
10302-16171,23.083619,113.51009499999999,5
42289-1266,23.588420000000003,113.48685,5
9451-44077,23.136670000000002,113.28825,5
10018-34152,23.387919,113.200562,5
9489-35321,23.13005,113.24911999999999,5
10018-34151,23.389867000000002,113.20145500000001,5
10323-25417,23.299217000000002,113.82333799999999,5
10323-25419,23.298919,113.822167,5
10323-25418,0.0,0.0,0
9447-50617,23.009662,113.362117,5
9453-27746,23.1341,113.279,5
9453-27744,23.13411,113.279,5
9453-27745,23.1341,113.279,5
10011-62024,22.84168,113.385079,4
9461-13449,0.0,0.0,0
9461-13448,22.969487,113.39766000000002,5
10033-47939,23.16441,113.42128000000001,5
9461-13447,0.0,0.0,0
10329-44837,0.0,0.0,0
9739-12088,22.939677,113.332874,5
9739-12089,22.939373,113.32641699999999,5
10323-12264,23.290470000000003,113.822818,5
10323-12265,23.289203,113.824798,5
10323-12266,23.289497,113.82066299999998,5
42263-35931,22.64564,113.66816000000001,5
9749-15358,23.09585,113.23005,5
9749-15359,23.09585,113.23005,5
42261-61031,23.41168,113.20295,5
9749-15352,23.10381,113.2339,5
9749-15351,23.10381,113.2339,5
9749-15357,23.09585,113.23005,5
9749-15354,23.10381,113.2339,5
9749-15355,23.10381,113.2339,5
42266-48493,23.083346,113.294831,5
42266-48492,23.083346,113.294831,5
42266-48491,23.083346,113.294831,5
9434-36249,22.945018,113.350829,5
10321-10791,23.363239,113.21477800000001,5
10321-10792,23.360326999999998,113.214973,5
9740-44071,22.97263,113.335094,5
9740-44072,22.975170000000002,113.3277,5
9740-44073,22.977754,113.32918500000001,5
9466-48934,23.172638,113.32783400000001,5
42266-49721,23.117647,113.243879,5
9731-18259,23.18848,113.27297,5
9731-18258,23.18848,113.27297,5
42260-10522,23.18326,113.25708,5
42260-10523,23.18326,113.25708,5
9731-18255,23.18869,113.28036999999999,5
9731-18254,23.18869,113.28036999999999,5
9731-18257,23.18848,113.27297,5
10308-13531,23.262556,113.780033,5
10044-10361,23.54194,113.57831999999999,5
42259-16268,0.0,0.0,0
42259-16267,0.0,0.0,0
42259-16266,0.0,0.0,0
10027-18522,23.218929,113.702931,4
42260-7103,23.1886,113.33134,5
10027-18521,23.216666,113.707986,4
10038-48787,23.144165,113.53704099999999,5
42288-17383,23.27919,113.7464,3
42288-17382,23.27919,113.7464,3
42288-17381,23.27919,113.7464,3
10310-51351,23.385564000000002,113.19367199999999,5
42259-23801,0.0,0.0,0
9664-40601,22.803703,113.52078200000001,5
42259-23803,0.0,0.0,0
42259-23802,0.0,0.0,0
9500-29891,23.093622,113.27103999999999,5
9500-29892,23.093622,113.27103999999999,5
42261-14716,23.45028,113.2725,5
42261-14717,23.45028,113.2725,5
42261-14718,23.45028,113.2725,5
42259-45641,23.12729,113.39913999999999,5
10323-13133,23.294529999999998,113.822708,5
9729-25972,23.15617,113.33196000000001,5
9729-25971,23.15617,113.33196000000001,5
9729-25976,23.15617,113.33196000000001,5
9729-25975,23.15617,113.33196000000001,5
9729-25974,23.15617,113.33196000000001,5
42259-38952,23.142651,113.332471,5
42259-38951,23.142651,113.332471,5
9434-58727,22.950939,113.359575,5
9434-58726,22.951273999999998,113.360482,5
9434-58725,22.952149,113.360344,5
9434-58724,22.952588000000002,113.35864699999999,5
9434-58723,22.952116,113.359356,5
9434-58722,22.951235999999998,113.35865,5
9434-58721,22.950893,113.358274,5
9458-54418,23.079805,113.22310900000001,5
9746-31641,23.174210000000002,113.22058999999999,5
10038-30001,0.0,0.0,0
10041-56387,23.195783,113.2554,5
9444-54094,23.066804,113.275231,5
42267-5493,23.01868,113.3418,5
42266-9207,23.17565,113.25131,5
42289-16521,23.53722,113.5769,5
42289-16522,23.53722,113.5769,5
9736-12346,23.024704999999997,113.31343400000002,5
9736-12344,23.025307,113.316107,5
9484-44527,23.11788,113.26522,5
42288-23098,23.56727,113.77231,5
42268-22973,22.91442,113.36996,5
42268-22971,22.91442,113.36996,5
42288-23096,23.56727,113.77231,5
42288-23097,23.56727,113.77231,5
10315-32442,23.14741,113.25053999999999,5
10316-59456,23.128432,113.258306,5
9434-22818,22.954386,113.38506000000001,5
42265-43951,23.125644,113.31138100000001,5
9434-22817,22.958358999999998,113.38928200000001,5
9436-29581,23.1144,113.245,5
42267-48811,22.994723,113.34785,5
42266-7891,23.10809,113.2184,5
42266-7893,23.10809,113.2184,5
42288-51102,23.302188,113.817159,5
9450-10571,23.149509,113.295371,5
9749-45647,23.104197,113.221263,5
9486-38731,23.19616,113.26445,5
10325-35246,23.16507,113.36393999999999,5
10325-35245,23.16507,113.36393999999999,5
10325-35244,23.16507,113.36393999999999,5
10300-30941,23.059593,113.298452,5
10321-38561,23.368241,113.2365,5
10321-38563,23.369589,113.230053,5
10321-38562,23.357468,113.22854699999999,5
9481-30931,23.100788,113.25811200000001,5
10309-51151,22.74328,113.50603600000001,5
10324-12425,23.52306,113.63833999999999,4
10324-12424,23.52306,113.63833999999999,4
10324-12426,23.52306,113.63833999999999,4
9441-18537,23.053172,113.369605,5
42259-28912,0.0,0.0,0
42259-28913,0.0,0.0,0
42259-28911,0.0,0.0,0
42266-7238,23.164620000000003,113.20453,5
10309-22722,22.809471,113.490812,5
10309-22723,22.817162,113.49063500000001,5
10309-22721,22.815015,113.49541,5
9506-55491,23.763920000000002,113.93571999999999,0
42265-33371,0.0,0.0,0
9506-55494,23.76941,113.95407,4
42266-7237,23.164620000000003,113.20453,5
42266-7236,23.164620000000003,113.20453,5
9484-11274,23.118728,113.26659599999999,5
9484-11271,0.0,0.0,0
9426-52926,23.12933,113.34501999999999,5
9745-32881,23.406695000000003,113.254576,5
10029-16567,23.11916,113.32181000000001,5
9736-42354,23.038811,113.311834,5
42266-55691,23.082659,113.229629,5
10324-51827,23.54121,113.58904,5
10326-25451,22.978717,113.30986599999999,5
42266-34662,23.132786,113.241901,5
42266-34661,23.132786,113.241901,5
42261-11672,23.37489,113.2132,5
42261-11673,23.37489,113.2132,5
42261-11671,23.37489,113.2132,5
10309-21674,22.786797,113.45845700000001,5
42265-39611,23.133869,113.314683,5
42259-65252,0.0,0.0,0
9425-35457,23.17052,113.41129,5
42259-65251,0.0,0.0,0
10309-22186,22.774089,113.452008,5
10309-22184,0.0,0.0,0
10309-22185,22.762396,113.46608300000001,5
9423-28587,23.11775,113.3169,5
10317-42867,23.15367,113.25671000000001,5
10327-19891,23.15804,113.30221,5
9745-48727,23.381595,113.24231,5
9462-30291,23.07025,113.27978999999999,5
9431-51176,22.957119,113.40121200000002,5
10307-57474,23.524948000000002,113.277152,4
10307-57475,0.0,0.0,0
10333-57707,23.41144,113.212763,5
10044-50389,23.545579999999998,113.57396999999999,5
9481-57621,23.09219,113.24825,5
42267-32413,22.95755,113.32838000000001,5
42265-41621,23.098463,113.31510800000001,5
42267-32411,22.95755,113.32838000000001,5
10033-41168,23.147588,113.406625,5
42266-42351,23.095272,113.260994,5
10033-41167,0.0,0.0,0
42265-8961,23.139179000000002,113.322419,5
42265-8962,23.139179000000002,113.322419,5
42288-29522,23.34479,113.85078,3
42267-32414,22.95755,113.32838000000001,5
10022-44544,23.002603,113.41241200000002,5
10022-44545,0.0,0.0,0
10022-44546,22.994664999999998,113.410931,5
42265-17796,23.130759,113.36873600000001,5
9458-28281,23.07553,113.24817,5
10007-45063,23.450668,113.16756000000001,5
10007-45062,23.448826,113.170831,5
10007-45061,23.449454,113.169513,5
10316-16831,23.12671,113.25891000000001,5
9458-28283,23.07553,113.24817,5
10316-16832,23.12671,113.25891000000001,5
10033-26215,23.16488,113.41653000000001,5
9473-36104,23.391385,113.22204599999999,5
9473-36105,23.389665,113.22135300000001,5
9473-36106,23.391501,113.22058,5
42266-9682,23.07529,113.28817,5
42266-9683,23.07529,113.28817,5
42266-9681,23.07529,113.28817,5
9423-23131,23.12169,113.31403999999999,5
10015-36647,23.12301,113.54281999999999,5
42288-18971,23.28047,113.72415,3
42288-18973,23.28047,113.72415,3
42288-18972,23.28047,113.72415,3
42288-38651,23.288739,113.828726,5
42266-41711,23.07225,113.291677,5
10317-16857,23.16243,113.25941,5
10317-16858,23.16243,113.25941,5
10317-16859,23.16243,113.25941,5
9472-10431,23.12663,113.33565,5
9472-10432,23.12663,113.33565,5
9480-58245,23.08977,113.35633999999999,5
9480-58244,23.08977,113.35633999999999,5
9480-58246,23.08977,113.35633999999999,5
10009-19002,23.127779999999998,113.26,5
10009-19001,23.127779999999998,113.26,5
10009-19007,23.11139,113.2353,5
10009-19004,23.09029,113.22822,5
9454-40744,23.089809,113.28536299999999,5
42265-45631,23.119626,113.33921000000001,5
10008-18498,23.247657,113.851099,5
9464-24787,23.364379,113.635686,3
10311-35894,23.07775,113.28055,5
10032-39191,22.665004999999997,113.58006999999999,4
10032-39192,22.656923000000003,113.59237900000001,1
10032-39193,22.654476000000003,113.58839499999999,1
9440-18289,23.24445,113.21583000000001,5
9464-24789,23.359591,113.627928,3
9464-24788,23.351375,113.63153,3
10323-36212,23.294452,113.81577800000001,5
9484-1804,23.1178,113.26531000000001,5
9484-1802,23.11909,113.27773,5
9484-1803,23.11909,113.27773,5
42266-12272,23.088729999999998,113.20953,5
9484-1801,23.11909,113.27773,5
10022-59652,23.037449,113.485303,5
10022-59653,0.0,0.0,0
10022-59651,0.0,0.0,0
42260-21671,23.27836,113.32052,5
42260-21672,23.27836,113.32052,5
42260-21673,23.27836,113.32052,5
10034-33154,23.12206,113.39948000000001,5
10324-28048,23.55509,113.59352,5
42268-11066,22.79031,113.40016000000001,5
42268-11067,22.79031,113.40016000000001,5
10004-46501,23.187797,113.32846799999999,5
9435-44495,23.267614000000002,113.54851799999999,5
9435-44494,23.26838,113.54888500000001,5
9435-44496,23.268568,113.545728,3
42268-11068,22.79031,113.40016000000001,5
10017-11604,0.0,0.0,0
10042-17201,23.13656,113.36291999999999,5
42265-48322,23.117938,113.292923,5
42265-48323,23.117938,113.292923,5
42265-48321,23.117938,113.292923,5
9500-53741,23.08895,113.27859,5
9500-53742,23.08895,113.27859,5
9500-53743,23.08895,113.27859,5
9422-10547,23.19128,113.36831699999999,5
42289-52751,23.55159,113.56738,5
10320-31765,23.21089,113.25469,5
10320-31764,23.21089,113.25469,5
10320-31766,23.21089,113.25469,5
10320-31761,23.20978,113.25406000000001,5
10320-31763,23.20978,113.25406000000001,5
10320-31762,23.20978,113.25406000000001,5
10325-44804,23.177557999999998,113.39366499999998,5
42265-51584,23.138169,113.28077900000001,5
42265-51585,23.138169,113.28077900000001,5
42265-51586,23.138169,113.28077900000001,5
10305-21077,23.25992,113.27378,5
42265-51581,23.138169,113.28077900000001,5
42260-1141,23.24752,113.35306000000001,5
42265-51583,23.138169,113.28077900000001,5
42259-19022,0.0,0.0,0
10305-21079,23.25992,113.27378,5
10305-21078,23.25992,113.27378,5
9472-29831,23.12943,113.32347,5
9746-29616,23.15847,113.21777,5
9746-29615,23.15847,113.21777,5
9472-29832,23.12943,113.32347,5
9437-52296,23.13362,113.25921000000001,5
9746-29612,23.15618,113.21563,5
9746-29611,23.15618,113.21563,5
10316-16587,23.1293,113.25493,5
10035-13673,23.23112,113.26945,5
10035-13671,23.23112,113.26945,5
9729-13983,23.15639,113.34062,5
9729-13982,23.15639,113.34062,5
9729-13981,23.15639,113.34062,5
42259-17792,0.0,0.0,0
42259-17793,0.0,0.0,0
10326-25867,23.004389,113.323399,5
42259-17791,0.0,0.0,0
9484-10661,0.0,0.0,0
42266-37941,23.125961,113.261678,5
10038-14208,23.157784,113.56151299999999,0
9484-11138,23.11744,113.25777,5
10042-26867,23.13195,113.37781000000001,5
10037-16375,23.380281,113.06923,5
10042-26869,23.13195,113.37781000000001,5
10042-26868,23.13195,113.37781000000001,5
9484-11137,23.11744,113.25777,5
10038-14207,23.162192,113.556418,1
9493-58689,23.12496,113.38890500000001,5
9493-58681,23.125076,113.386346,5
42260-846,23.29652,113.35323999999999,5
42259-84,23.13832,113.41011,5
42259-83,23.13832,113.41011,5
42259-82,23.13832,113.41011,5
42259-81,23.13832,113.41011,5
42259-13231,0.0,0.0,0
42266-8653,0.0,0.0,0
42259-13233,0.0,0.0,0
42259-13232,0.0,0.0,0
42265-5386,23.12281,113.28147,5
10309-35824,22.759408999999998,113.494694,5
10309-35827,22.739608999999998,113.481379,5
9455-54402,22.958529000000002,113.458473,5
9441-23665,23.037216,113.33685700000001,5
10308-21061,23.259695,113.771289,5
9470-46558,23.145229999999998,113.31726,5
10308-21065,23.283209,113.72250700000001,3
42259-26903,23.183475,113.347875,5
42259-26902,23.183475,113.347875,5
42259-26901,23.183475,113.347875,5
9454-26197,23.08861,113.29016000000001,5
42265-34932,23.117747,113.31690400000001,5
10007-23849,23.45603,113.17963200000001,5
10007-23848,23.454626,113.18,5
42267-19271,23.08057,113.34776000000001,5
42267-19272,23.08057,113.34776000000001,5
42267-19273,23.08057,113.34776000000001,5
42266-43381,0.0,0.0,0
10324-28041,23.54635,113.60042,5
42288-18101,23.22774,113.87669,5
42288-18102,23.22774,113.87669,5
42288-18103,23.22774,113.87669,5
42259-52742,23.191651,113.35718200000001,5
42259-52743,23.191651,113.35718200000001,5
42259-52741,23.191651,113.35718200000001,5
42267-30142,23.06758,113.386536,5
42267-30141,23.06758,113.386536,5
42275-24392,23.39343,113.06545,5
9692-51676,22.92566,113.372542,5
10332-13974,22.89205,113.47343300000001,5
10315-19438,23.15134,113.24996999999999,5
10332-13976,22.884131,113.463975,5
10299-13787,23.129720000000002,113.37109,5
9495-59073,23.13518,113.31705,5
9495-59072,23.13518,113.31705,5
10313-50803,23.111551000000002,113.246707,5
10327-46514,23.153429,113.305652,5
42267-30491,23.043406,113.36785900000001,5
9434-12037,22.952112,113.358291,5
10324-28044,23.54909,113.60361,5
10318-21117,23.19379,113.23641,5
42263-25853,22.72792,113.55628,2
42263-25852,22.72792,113.55628,2
10318-21118,23.19379,113.23641,5
10318-21119,23.19379,113.23641,5
9448-16153,23.29777,113.30188000000001,5
9448-16152,23.29777,113.30188000000001,5
9448-16151,23.29777,113.30188000000001,5
42265-21561,23.10715,113.28515,5
42265-21563,23.10715,113.28515,5
42265-21562,23.10715,113.28515,5
42265-21567,23.13436,113.26956000000001,5
42265-21566,23.13436,113.26956000000001,5
10011-65419,22.826669,113.378309,4
10026-38517,23.234925,113.33626399999999,5
10027-56432,23.152935,113.62505,5
10027-56431,23.152259,113.62441499999998,5
10017-27943,23.12056,113.29195,5
10017-27942,23.12056,113.29195,5
10017-27941,23.12056,113.29195,5
42259-44611,23.131732999999997,113.34860400000001,5
10332-39018,22.911392000000003,113.465418,5
10332-39019,22.920409,113.44338,4
10332-39017,22.932492,113.45048,5
10013-29059,23.21999,113.21748999999998,5
10013-29058,23.21999,113.21748999999998,5
9429-35541,22.904457,113.303367,5
10013-29057,23.21999,113.21748999999998,5
10017-24411,23.12536,113.30138999999998,5
9472-43983,23.12291,113.31938000000001,5
42263-64601,22.98905,113.50173000000001,5
42263-64603,22.98905,113.50173000000001,5
42263-64602,22.98905,113.50173000000001,5
10027-11726,23.1682,113.629892,5
10027-11725,23.163067,113.630576,5
10027-11724,23.162063,113.635773,5
10034-25371,23.13993,113.41118,5
9453-27166,23.13365,113.28101000000001,5
9453-27164,23.13365,113.28101000000001,5
9453-27165,23.13365,113.28101000000001,5
10004-44467,0.0,0.0,0
9453-16001,23.13351,113.26478999999999,5
10007-56751,23.424498999999997,113.175455,5
9453-16005,23.13426,113.26733999999999,5
9453-16004,23.13426,113.26733999999999,5
9453-16007,23.13446,113.26483,5
10029-22235,23.12009,113.33376000000001,5
10029-22234,23.12009,113.33376000000001,5
10029-22236,23.12009,113.33376000000001,5
42265-12833,0.0,0.0,0
9441-29067,23.04662,113.36076000000001,5
9441-29068,23.04662,113.36076000000001,5
9441-29069,23.04662,113.36076000000001,5
10015-22528,23.1112,113.50528,5
42266-39981,23.1154,113.24051000000001,5
42266-39982,23.1154,113.24051000000001,5
9496-49864,23.11099,113.56702,5
42266-30802,23.086104000000002,113.232325,5
9472-59982,23.12752,113.31806999999999,5
9472-59983,23.12752,113.31806999999999,5
9472-59981,23.12752,113.31806999999999,5
42266-21522,23.11275,113.23231000000001,5
9459-13071,23.13608,113.35615,5
10022-26987,22.9781,113.5061,5
10022-26988,22.9781,113.5061,5
10022-26989,22.9781,113.5061,5
10021-58119,23.438377,113.31739099999999,5
9439-37341,23.1796,113.25253000000001,5
9740-43703,22.964332000000002,113.32618400000001,5
9740-43702,22.966814000000003,113.32963400000001,5
9740-43701,22.967295,113.326173,5
9740-43704,22.966948000000002,113.32439699999999,5
42265-38721,23.128649,113.26857,5
42265-38723,23.128649,113.26857,5
42265-38722,23.128649,113.26857,5
42265-32341,23.128646,113.309628,5
42265-32342,23.128646,113.309628,5
42265-39451,23.124921,113.309079,5
42265-39452,23.124921,113.309079,5
42265-39453,23.124921,113.309079,5
42266-32181,23.16357,113.2302,5
42260-10713,23.19487,113.24855,5
42265-40111,23.139267999999998,113.31083400000001,5
42265-31601,23.14357,113.295597,5
42265-31602,23.14357,113.295597,5
10311-21082,23.082129000000002,113.28739399999999,5
10014-16999,23.14617,113.23923,5
10014-16998,23.14617,113.23923,5
10014-16991,23.14102,113.2407,5
10014-16997,23.14617,113.23923,5
9436-51031,23.115531,113.25388999999998,5
10324-31506,23.555889999999998,113.58646999999999,5
9445-45526,23.01449,113.329475,5
9445-45525,23.016919,113.332045,5
9445-45524,23.017535000000002,113.331079,5
9470-23011,23.14228,113.33375,5
10039-49946,23.463379999999997,113.49455,5
10039-49945,23.463379999999997,113.49455,5
10039-49944,23.463379999999997,113.49455,5
9506-30211,23.68638,113.69138999999998,5
42266-7681,23.07687,113.23896,5
42266-7682,23.07687,113.23896,5
42266-7683,23.07687,113.23896,5
9484-44345,23.11635,113.25636000000002,5
9484-44344,23.11635,113.25636000000002,5
9484-44346,23.11635,113.25636000000002,5
42288-23938,23.39056,113.8717,3
42288-23937,23.39056,113.8717,3
42288-23936,23.39056,113.8717,3
9739-22014,22.918784,113.32251699999999,5
9427-42834,0.0,0.0,0
9427-42835,0.0,0.0,0
9427-42836,0.0,0.0,0
9427-42837,0.0,0.0,0
10013-57627,23.233831,113.198489,5
42265-43771,0.0,0.0,0
42266-4797,23.07292,113.19537,5
42266-4796,23.07292,113.19537,5
10310-24335,23.380116,113.189485,5
42261-28156,23.56322,113.28103999999999,5
42265-9173,23.09391,113.31671000000001,5
10310-24336,23.381636999999998,113.190822,5
10038-53487,23.14595,113.53544,5
10325-28696,23.15381,113.35553999999999,5
10325-28694,23.15381,113.35553999999999,5
10325-28695,23.15381,113.35553999999999,5
10013-43204,23.234189999999998,113.20546999999999,5
42260-11041,23.20563,113.27118999999999,5
42260-11042,23.20563,113.27118999999999,5
42260-11043,23.20563,113.27118999999999,5
42263-52091,22.795598000000002,113.546012,5
42266-31761,0.0,0.0,0
42266-56891,23.160901000000003,113.23119799999999,5
42266-31762,0.0,0.0,0
9464-22378,23.39455,113.44468,5
9464-22379,23.39455,113.44468,5
9464-22377,23.39455,113.44468,5
9448-35727,23.30125,113.23823999999999,5
9448-35726,23.30125,113.23823999999999,5
9448-35725,23.30125,113.23823999999999,5
9448-35724,23.30125,113.23823999999999,5
10326-21669,23.005226,113.32736000000001,5
42265-30234,23.101129999999998,113.35798,5
9448-35729,23.30125,113.23823999999999,5
9448-35728,23.30125,113.23823999999999,5
9442-22642,23.03419,113.428393,5
9442-22643,23.031816,113.41662600000001,5
42266-12621,23.10639,113.22851000000001,5
9442-22641,23.040347,113.423873,5
9477-16421,23.35226,113.20283,5
9477-16423,23.35226,113.20283,5
9477-16422,23.35226,113.20283,5
42288-2911,23.29087,113.61126999999999,5
42261-23583,23.43889,113.30085,5
10314-19149,23.084889999999998,113.31596,5
9483-29105,23.11523,113.43675,5
9483-29104,23.11523,113.43675,5
9483-29106,23.11523,113.43675,5
10039-13113,23.40782,113.51146999999999,0
9483-29103,23.11117,113.4172,5
9483-29102,23.11117,113.4172,5
9483-28744,23.10138,113.4225,5
9483-28745,23.10138,113.4225,5
9483-28746,23.10138,113.4225,5
42259-31171,23.149489000000003,113.336459,5
10007-12012,23.458933,113.16771499999999,5
10007-12013,23.462826,113.16776599999999,5
10007-12011,23.460987,113.16969099999999,5
9426-15163,23.12281,113.35295,5
10031-65403,22.790376000000002,113.597008,5
