9739,40194,20120403,07:37:02
10309,65412,20120403,07:37:02
10032,18204,20120403,07:37:02
9441,25619,20120403,07:37:02
9429,65428,20120403,07:37:02
10306,65403,20120403,07:37:02
9745,17778,20120403,07:37:02
9427,23112,20120403,07:37:02
10009,10507,20120403,07:37:02
9664,23575,20120403,07:37:02
9745,16104,20120403,07:37:02
10321,17771,20120403,07:37:02
9496,65503,20120403,07:37:02
10303,65402,20120403,07:37:02
9745,33425,20120403,07:37:02
10310,11192,20120403,07:37:02
9437,17677,20120403,07:37:02
10040,55752,20120403,07:37:02
10300,27601,20120403,07:37:02
10328,43227,20120403,07:37:02
10315,44997,20120403,07:37:02
10031,65405,20120403,07:37:02
10022,33854,20120403,07:37:02
10008,49528,20120403,07:37:02
10031,65408,20120403,07:37:02
10328,43211,20120403,07:37:02
10300,34551,20120403,07:37:02
9473,24185,20120403,07:37:02
9675,24569,20120403,07:37:02
9745,33422,20120403,07:37:02
10009,53253,20120403,07:37:02
10037,24093,20120403,07:37:02
10008,65412,20120403,07:37:02
9736,19864,20120403,07:37:02
9447,20475,20120403,07:37:02
10300,24744,20120403,07:37:02
10009,41607,20120403,07:37:02
10306,1137,20120403,07:37:02
10326,37985,20120403,07:37:02
10324,36862,20120403,07:37:02
9447,45139,20120403,07:37:02
10326,37998,20120403,07:37:02
10321,17772,20120403,07:37:02
10328,50183,20120403,07:37:02
10326,13437,20120403,07:37:02
9455,48615,20120403,07:37:02
10328,43234,20120403,07:37:02
9741,50899,20120403,07:37:02
9472,50224,20120403,07:37:02
10317,59434,20120403,07:37:02
10309,65413,20120403,07:37:02
10303,34462,20120403,07:37:02
9741,11943,20120403,07:37:02
10009,41601,20120403,07:37:02
9741,32161,20120403,07:37:02
10027,16845,20120403,07:37:02
9447,44957,20120403,07:37:02
10007,24902,20120403,07:37:02
9444,65464,20120403,07:37:02
9441,13565,20120403,07:37:02
10328,43217,20120403,07:37:02
9739,50337,20120403,07:37:02
9432,22782,20120403,07:37:02
10031,39339,20120403,07:37:02
10309,65459,20120403,07:37:02
9675,24524,20120403,07:37:02
9741,65422,20120403,07:37:02
10031,39371,20120403,07:37:02
10032,65409,20120403,07:37:02
10310,54055,20120403,07:37:02
10306,65412,20120403,07:37:02
9664,31784,20120403,07:37:02
10022,20285,20120403,07:37:02
10303,51389,20120403,07:37:02
9736,19852,20120403,07:37:02
10328,43231,20120403,07:37:02
10315,45041,20120403,07:37:02
9441,14931,20120403,07:37:02
9675,65402,20120403,07:37:02
9432,22816,20120403,07:37:02
10326,13439,20120403,07:37:02
10024,47354,20120403,07:37:02
10333,26319,20120403,07:37:02
10009,19028,20120403,07:37:02
10328,43237,20120403,07:37:02
9675,20979,20120403,07:37:02
9432,22749,20120403,07:37:02
10316,41974,20120403,07:37:02
10326,33158,20120403,07:37:02
9429,65432,20120403,07:37:02
9692,20261,20120403,07:37:02
9441,12818,20120403,07:37:02
9461,23881,20120403,07:37:02
9495,47955,20120403,07:37:02
9474,45234,20120403,07:37:02
10300,59147,20120403,07:37:02
9434,36336,20120403,07:37:02
10037,50907,20120403,07:37:02
10009,41434,20120403,07:37:02
10328,43221,20120403,07:37:02
10009,41597,20120403,07:37:02
9444,26211,20120403,07:37:02
10308,33959,20120403,07:37:02
10323,36594,20120403,07:37:02
9435,32091,20120403,07:37:02
10306,65472,20120403,07:37:02
9675,48504,20120403,07:37:02
9434,36252,20120403,07:37:02
10009,41581,20120403,07:37:02
10323,12266,20120403,07:37:02
10009,41587,20120403,07:37:02
9461,45057,20120403,07:37:02
9434,36265,20120403,07:37:02
10300,24746,20120403,07:37:02
9431,13692,20120403,07:37:02
9739,10771,20120403,07:37:02
10323,13132,20120403,07:37:02
10314,25487,20120403,07:37:02
10032,39142,20120403,07:37:02
9748,58223,20120403,07:37:02
9457,51228,20120403,07:37:02
10303,25532,20120403,07:37:02
10031,65407,20120403,07:37:02
9447,22148,20120403,07:37:02
10031,39334,20120403,07:37:02
9473,24184,20120403,07:37:02
9455,31861,20120403,07:37:02
9477,41566,20120403,07:37:02
10007,24901,20120403,07:37:02
10032,39153,20120403,07:37:02
10309,65414,20120403,07:37:02
10023,41077,20120403,07:37:02
10306,1116,20120403,07:37:02
10021,24342,20120403,07:37:02
10306,1122,20120403,07:37:02
10326,11695,20120403,07:37:02
9741,65406,20120403,07:37:02
9434,36352,20120403,07:37:02
10309,17652,20120403,07:37:02
10037,32917,20120403,07:37:02
9500,48968,20120403,07:37:02
9741,13237,20120403,07:37:02
10300,46251,20120403,07:37:02
10308,18589,20120403,07:37:02
9441,57208,20120403,07:37:02
9473,17442,20120403,07:37:02
9741,65447,20120403,07:37:02
10306,1123,20120403,07:37:02
9741,61543,20120403,07:37:02
9427,26029,20120403,07:37:02
9496,46294,20120403,07:37:02
10309,47338,20120403,07:37:02
10300,62045,20120403,07:37:02
10306,1145,20120403,07:37:02
9742,19357,20120403,07:37:02
10037,10324,20120403,07:37:02
9692,36428,20120403,07:37:02
10321,32885,20120403,07:37:02
9447,46814,20120403,07:37:02
10009,41641,20120403,07:37:02
10031,33374,20120403,07:37:02
10009,41637,20120403,07:37:02
10013,47617,20120403,07:37:02
10323,12264,20120403,07:37:02
10303,52049,20120403,07:37:02
9461,20699,20120403,07:37:02
10326,65411,20120403,07:37:02
10037,17347,20120403,07:37:02
10007,23849,20120403,07:37:02
10009,41604,20120403,07:37:02
10306,1115,20120403,07:37:02
10307,47132,20120403,07:37:02
10022,19911,20120403,07:37:02
10027,50629,20120403,07:37:02
10310,25524,20120403,07:37:02
9434,54662,20120403,07:37:02
9692,25724,20120403,07:37:02
9455,26994,20120403,07:37:02
10009,19055,20120403,07:37:02
9455,13453,20120403,07:37:02
9455,22665,20120403,07:37:02
9743,18599,20120403,07:37:02
10306,1157,20120403,07:37:02
9739,34687,20120403,07:37:02
9464,21633,20120403,07:37:02
9675,65411,20120403,07:37:02
9445,46021,20120403,07:37:02
10333,53277,20120403,07:37:02
9429,65433,20120403,07:37:02
10306,52284,20120403,07:37:02
10007,17903,20120403,07:37:02
10022,24773,20120403,07:37:02
9741,65444,20120403,07:37:02
9675,11817,20120403,07:37:02
10027,14215,20120403,07:37:02
9664,65401,20120403,07:37:02
10010,53372,20120403,07:37:02
10310,56984,20120403,07:37:02
9457,11936,20120403,07:37:02
9434,22563,20120403,07:37:02
10306,1014,20120403,07:37:02
10303,54191,20120403,07:37:02
10332,46335,20120403,07:37:02
9740,12084,20120403,07:37:02
10308,18454,20120403,07:37:02
9739,31857,20120403,07:37:02
10314,47444,20120403,07:37:02
9455,22533,20120403,07:37:02
10008,18499,20120403,07:37:02
9741,65411,20120403,07:37:02
10323,18583,20120403,07:37:02
9434,36392,20120403,07:37:02
9675,3123,20120403,07:37:02
10326,27354,20120403,07:37:02
10306,1152,20120403,07:37:02
10013,11014,20120403,07:37:02
10021,35851,20120403,07:37:02
9455,21241,20120403,07:37:02
9434,33852,20120403,07:37:02
10333,13523,20120403,07:37:02
10306,65413,20120403,07:37:02
9427,51733,20120403,07:37:02
10333,50918,20120403,07:37:02
10006,17427,20120403,07:37:02
10323,30471,20120403,07:37:02
9740,3893,20120403,07:37:02
9692,20262,20120403,07:37:02
9432,26323,20120403,07:37:02
9664,20874,20120403,07:37:02
10307,47302,20120403,07:37:02
9739,46827,20120403,07:37:02
10308,33625,20120403,07:37:02
10325,11461,20120403,07:37:02
9741,22503,20120403,07:37:02
10037,52816,20120403,07:37:02
10326,10458,20120403,07:37:02
9442,22643,20120403,07:37:02
9432,39071,20120403,07:37:02
9675,10007,20120403,07:37:02
10009,41644,20120403,07:37:02
10303,15916,20120403,07:37:02
10333,17419,20120403,07:37:02
9429,65412,20120403,07:37:02
10023,31994,20120403,07:37:02
10326,33157,20120403,07:37:02
9741,65465,20120403,07:37:02
9447,32489,20120403,07:37:02
10323,36188,20120403,07:37:02
9741,61458,20120403,07:37:02
10306,1134,20120403,07:37:02
10018,24195,20120403,07:37:02
9692,22678,20120403,07:37:02
10323,12265,20120403,07:37:02
10309,65019,20120403,07:37:02
9431,10492,20120403,07:37:02
10333,22291,20120403,07:37:02
10306,1121,20120403,07:37:02
9447,46554,20120403,07:37:02
9464,21631,20120403,07:37:02
10306,1015,20120403,07:37:02
10308,36024,20120403,07:37:02
10032,10425,20120403,07:37:02
10309,21333,20120403,07:37:02
9736,23573,20120403,07:37:02
10323,38925,20120403,07:37:02
10309,65419,20120403,07:37:02
10031,33841,20120403,07:37:02
10309,65438,20120403,07:37:02
10023,50205,20120403,07:37:02
10032,39143,20120403,07:37:02
10006,21339,20120403,07:37:02
10306,1135,20120403,07:37:02
9496,65400,20120403,07:37:02
9496,13134,20120403,07:37:02
9434,12433,20120403,07:37:02
9741,16631,20120403,07:37:02
9740,52857,20120403,07:37:02
10322,30102,20120403,07:37:02
10326,22052,20120403,07:37:02
10038,13142,20120403,07:37:02
9664,33757,20120403,07:37:02
9675,12528,20120403,07:37:02
9434,20267,20120403,07:37:02
10022,22614,20120403,07:37:02
9675,65405,20120403,07:37:02
9496,65504,20120403,07:37:02
10324,42201,20120403,07:37:02
10008,36597,20120403,07:37:02
